,page,country,rev_id,quality,population,region
13238,Ali Asghar Sherdost,Iran,744518512,Stub,84.15,ASIA
13239,Malek Mansur Mirza Shoa O-Saltaneh,Iran,744518731,Stub,84.15,ASIA
13240,Hamid Seyyed Mahdavi Aghdam,Iran,744518855,Stub,84.15,ASIA
13241,Vahid Jalalzadeh,Iran,744519714,Stub,84.15,ASIA
13242,Fakhraddin Mousavi,Iran,744520727,Stub,84.15,ASIA
13243,Zeynalabedin Qiyami,Iran,744520871,Stub,84.15,ASIA
13244,Rahimkhan Chalabianloo,Iran,744521179,Start,84.15,ASIA
13245,Gholamreza Nouri Ghezeljeh,Iran,744523077,Stub,84.15,ASIA
13246,Jalil Jafari,Iran,744523357,Stub,84.15,ASIA
13247,Bashir Khaleghi,Iran,744523525,Stub,84.15,ASIA
13248,Bahlul Hoseini,Iran,744524381,Stub,84.15,ASIA
13249,Abbas Fallahi Babajan,Iran,744533101,Stub,84.15,ASIA
13250,Mohammad Ali Madadi,Iran,744533828,Stub,84.15,ASIA
13251,Mehdi Davatgari,Iran,744534261,Stub,84.15,ASIA
13252,Mohammad Hazratpour,Iran,744534894,Stub,84.15,ASIA
13253,Ruhollah Hazratpour,Iran,744535007,Stub,84.15,ASIA
13254,Movayyed Hoseini Sadr,Iran,744535030,Stub,84.15,ASIA
13255,Akbar Nikzad,Iran,744538298,Stub,84.15,ASIA
13256,Mohammad Reza Khanmohammadi,Iran,744538353,Stub,84.15,ASIA
13257,Younes Asadi,Iran,744538509,Stub,84.15,ASIA
13258,Mohammad Alipour Rahmati,Iran,744538583,Stub,84.15,ASIA
13259,Reza Abdollahi,Iran,744557079,Stub,84.15,ASIA
13260,Shahruz Afghami,Iran,744557142,Stub,84.15,ASIA
13261,Safar Ghahremani,Iran,744641526,Stub,84.15,ASIA
13262,Hemayat Mirzadeh,Iran,748079828,Stub,84.15,ASIA
13263,Mir Bashir Gasimov,Iran,749149262,Start,84.15,ASIA
13264,Razie Golami Shabani,Iran,753174648,Stub,84.15,ASIA
13265,Jahangir Mahmoudi,Iran,753209427,Stub,84.15,ASIA
13266,Ziaeddin Tavakkoli,Iran,753318805,Stub,84.15,ASIA
13267,Neda Hassani,Iran,755591227,Start,84.15,ASIA
13268,Seyed Mostafa Mir-Shafiei,Iran,755821847,Stub,84.15,ASIA
13269,Electoral history of Gholam-Ali Haddad-Adel,Iran,756121959,Start,84.15,ASIA
13270,Morteza Saffari Natanzi,Iran,756206172,Stub,84.15,ASIA
13271,Javad Mojtahed Shabestari,Iran,756612384,Stub,84.15,ASIA
13272,Tahmasb Mazaheri,Iran,756614949,Stub,84.15,ASIA
13273,Mahmoud Jafarian,Iran,756757376,Start,84.15,ASIA
13274,Rasoul Montajabnia,Iran,757068511,Stub,84.15,ASIA
13275,Ali Bakhtiar,Iran,757423476,Stub,84.15,ASIA
13276,Nasser Yeganeh,Iran,758572616,Start,84.15,ASIA
13277,Electoral history of Akbar Hashemi Rafsanjani,Iran,759882189,Start,84.15,ASIA
13278,Ali Agha-Mohammadi,Iran,759998187,Stub,84.15,ASIA
13279,"Mohammad Khatami presidential campaign, 2009",Iran,760093291,Start,84.15,ASIA
13280,Sabar Mirza Farman Farmaian,Iran,760462089,Stub,84.15,ASIA
13281,Mozaffar Alam,Iran,760586213,Start,84.15,ASIA
13282,Taqi Arani,Iran,760731236,Stub,84.15,ASIA
13283,Abbas Farzanegan,Iran,760830632,Stub,84.15,ASIA
13284,Ali Asghar Al-Mousavi,Iran,761581534,Stub,84.15,ASIA
13285,Hamid Garmabi,Iran,761753605,Stub,84.15,ASIA
13286,Arsalan Fathipour,Iran,762288716,Stub,84.15,ASIA
13287,Interior minister of the Republic of Iran,Iran,762746486,Stub,84.15,ASIA
13288,Farajollah Rasai,Iran,763442957,Stub,84.15,ASIA
13289,Mostafa Adl,Iran,763881189,Stub,84.15,ASIA
13290,Siavash Daneshvar,Iran,764583481,Stub,84.15,ASIA
13291,Ateghe Sediqi,Iran,764896195,Start,84.15,ASIA
13292,Reza Zanjani,Iran,764924931,Start,84.15,ASIA
13293,Roozbeh Farahanipour,Iran,765489047,Start,84.15,ASIA
13294,Haydar Khan Amo-oghli,Iran,765632816,C,84.15,ASIA
13295,Hassan Sane'i,Iran,765769792,Stub,84.15,ASIA
13296,Habibollah Peyman,Iran,765942915,Stub,84.15,ASIA
13297,Nasrollah Jahangard,Iran,765973305,Start,84.15,ASIA
13298,Behnam Mahmoudi,Iran,766393135,Start,84.15,ASIA
13299,Mozaffar Firouz,Iran,767009614,Stub,84.15,ASIA
13300,Baqir Khan,Iran,767037878,Stub,84.15,ASIA
13301,Ali Reza Khan Azod al-Molk,Iran,767222715,Stub,84.15,ASIA
13302,Mohammed Sharif Malekzadeh,Iran,767699979,Start,84.15,ASIA
13303,Safdar Rahmat Abadi,Iran,767836166,Stub,84.15,ASIA
13304,Ghulam Yahya Daneshian,Iran,767842544,Stub,84.15,ASIA
13305,Javad Jahangirzadeh,Iran,768018339,Stub,84.15,ASIA
13306,Mohsen Kharazi,Iran,768804494,Stub,84.15,ASIA
13307,Elias Naderan,Iran,769103293,Stub,84.15,ASIA
13308,Bijan Nobaveh-Vatan,Iran,769103386,Stub,84.15,ASIA
13309,Mehrangiz Manouchehrian,Iran,769149609,Start,84.15,ASIA
13310,Nasrollah Sajjadi,Iran,770483990,Stub,84.15,ASIA
13311,Hamid Rasaee,Iran,770590080,Start,84.15,ASIA
13312,Reza Shiran,Iran,770772931,Stub,84.15,ASIA
13313,Ruhollah Beigi,Iran,771084954,Stub,84.15,ASIA
13314,Habib Boromand Dashghapu,Iran,771084958,Stub,84.15,ASIA
13315,Mohammad Feyz Sarabi,Iran,771084960,Stub,84.15,ASIA
13316,Hashem Hashemzadeh Herisi,Iran,771084972,Stub,84.15,ASIA
13317,Mir Ghesmat Mosavi Asl,Iran,771084998,Stub,84.15,ASIA
13318,Seyyed Mohammadi Ali Mosavi,Iran,771085007,Stub,84.15,ASIA
13319,Hassan Namazi,Iran,771085012,Stub,84.15,ASIA
13320,Haji-Mirza Hassan Roshdieh,Iran,771085015,Start,84.15,ASIA
13321,Mohammad Taghi Pourmohammadi,Iran,771085045,Stub,84.15,ASIA
13322,Sheikh Zakaria Ansari,Iran,771213598,RevisionNotFound: Could not find revision ({revision}:771213598),84.15,ASIA
13323,Shaban Jafari,Iran,771462312,Start,84.15,ASIA
13324,Mohammad Sattarifar,Iran,771823045,Stub,84.15,ASIA
13325,Mahmoud Nabavian,Iran,771973579,Stub,84.15,ASIA
13326,Hassan Ameli,Iran,772122443,Stub,84.15,ASIA
13327,Khalil Boyukzadeh,Iran,772122922,Stub,84.15,ASIA
13328,Moslem Malakouti,Iran,772123589,Stub,84.15,ASIA
13329,Mohammad Momen,Iran,772183811,Start,84.15,ASIA
13330,Abbas Adham,Iran,772721252,Stub,84.15,ASIA
13331,Mir Asadollah Madani,Iran,772927298,Start,84.15,ASIA
13332,Haji Baba Sheikh,Iran,774531413,Stub,84.15,ASIA
13333,Mohammad Qasim Osmani,Iran,774532439,Stub,84.15,ASIA
13334,Mohammad Mofatteh,Iran,774778123,C,84.15,ASIA
13335,Hamidreza Fouladgar,Iran,775356494,Stub,84.15,ASIA
13336,Kazem Rajavi,Iran,775366483,Start,84.15,ASIA
13337,Rahman Dadman,Iran,775837421,Stub,84.15,ASIA
13338,Farhang Mehr,Iran,775876914,Start,84.15,ASIA
13339,Hashem Bathaie Golpayenagi,Iran,775899063,Stub,84.15,ASIA
13340,Jamshid Ghanbari Maman,Iran,776068030,C,84.15,ASIA
13341,Hajji Ebrahim Shirazi,Iran,776206770,Start,84.15,ASIA
13342,Mirza Muhammad Aghazadeh Khorasani,Iran,776516465,Start,84.15,ASIA
13343,Mirza Abu'l-Qasem Qa'em-Maqam,Iran,776576647,Stub,84.15,ASIA
13344,Rasoul Movahedian,Iran,777806343,Stub,84.15,ASIA
13345,Mohammad Hossein Adeli,Iran,777806556,C,84.15,ASIA
13346,People's Experts,Iran,778191083,C,84.15,ASIA
13347,Electoral history of Saeed Jalili,Iran,778258751,Stub,84.15,ASIA
13348,Yasser Hashemi Rafsanjani,Iran,778510829,Stub,84.15,ASIA
13349,Khaled Zamzamnejad,Iran,778784734,Start,84.15,ASIA
13350,Khodadad Mirza Farman Farmaian,Iran,778814293,Stub,84.15,ASIA
13351,Nahid Tajeddin,Iran,779355700,Stub,84.15,ASIA
13352,Cheragh-Ali Khan Zanganeh,Iran,779367098,Start,84.15,ASIA
13353,Parviz C. Raji,Iran,780092687,Start,84.15,ASIA
13354,Template:Iran-politician-stub,Iran,780269064,Stub,84.15,ASIA
13355,Minoo Khaleghi,Iran,781308318,C,84.15,ASIA
13356,Siamak Moreh Sedgh,Iran,781397432,Start,84.15,ASIA
13357,Sorena Sattari,Iran,781809227,Stub,84.15,ASIA
13358,Jamal Karimi-Rad,Iran,781915805,Stub,84.15,ASIA
13359,Mohammad Taqi Pessian,Iran,781949081,Start,84.15,ASIA
13360,Hasanak the Vizier,Iran,782005013,Start,84.15,ASIA
13361,Mohammad Reza Tabesh,Iran,782146402,Stub,84.15,ASIA
13362,Batul Soltani,Iran,782170063,RevisionNotFound: Could not find revision ({revision}:782170063),84.15,ASIA
13363,Amir Mohebbian,Iran,782189992,Start,84.15,ASIA
13364,Zahra Mostafavi Khomeini,Iran,782190559,Start,84.15,ASIA
13365,Mohsen Rohami,Iran,782236957,Stub,84.15,ASIA
13366,Mohsen Kouhkan,Iran,782416095,Stub,84.15,ASIA
13367,Maryam Farman Farmaian,Iran,782816061,Start,84.15,ASIA
13368,Manuchehr Eliasi,Iran,783276172,Stub,84.15,ASIA
13369,Sousan Keshavarz,Iran,783282983,Stub,84.15,ASIA
13370,Mohammad Mohammadi Gilani,Iran,783321209,Stub,84.15,ASIA
13371,Mohsen Mojtahed Shabestari,Iran,783341438,Start,84.15,ASIA
13372,Hossein Kohkan,Iran,783347744,Start,84.15,ASIA
13373,Noraladin Pirmoazzen,Iran,783364407,Stub,84.15,ASIA
13374,Shahrokh Sultan Zanganeh,Iran,783390350,Stub,84.15,ASIA
13375,Seyyed Ali Riaz,Iran,783431530,Stub,84.15,ASIA
13376,Hamid Reza Chitgar,Iran,783449396,Start,84.15,ASIA
13377,Mohammad-Kazem Anbarlouei,Iran,783473697,Stub,84.15,ASIA
13378,Fazlollah Mousavi,Iran,783758324,Stub,84.15,ASIA
13379,Hossein Tala,Iran,783806294,Stub,84.15,ASIA
13380,Akbar A'lami,Iran,783892617,Stub,84.15,ASIA
13381,Meysam Saeidi,Iran,783892943,Stub,84.15,ASIA
13382,Abbas Ka'bi,Iran,784098349,Stub,84.15,ASIA
13383,Electoral history of Mohammad Bagher Ghalibaf,Iran,784114374,Start,84.15,ASIA
13384,Mehdi Isazadeh,Iran,784340192,Stub,84.15,ASIA
13385,Behafarid,Iran,784374287,Stub,84.15,ASIA
13386,Hossein Ghods-Nakhai,Iran,784585874,Start,84.15,ASIA
13387,Sardar Rafie Yanehsari,Iran,784587393,Stub,84.15,ASIA
13388,Hassan Hasanzadeh Amoli,Iran,784785695,Start,84.15,ASIA
13389,Ghiyas al-Din ibn Rashid al-Din,Iran,785036469,Stub,84.15,ASIA
13390,Shamseddin Vahabi,Iran,785082020,Stub,84.15,ASIA
13391,Hassan Khomeini,Iran,785497322,B,84.15,ASIA
13392,Mousa Chegini,Iran,785520868,Stub,84.15,ASIA
13393,Emad Behavar,Iran,785800788,Stub,84.15,ASIA
13394,Hassan Shariatmadari,Iran,785977707,Start,84.15,ASIA
13395,Sahebeh Rouhani,Iran,786104088,Stub,84.15,ASIA
13396,Mahmoud Ahmadzadeh,Iran,786127696,Stub,84.15,ASIA
13397,Safdar Hosseini,Iran,786152958,Start,84.15,ASIA
13398,Mohammad Farrokhi Yazdi,Iran,786171135,Start,84.15,ASIA
13399,Mehrdad Khonsari,Iran,786277716,C,84.15,ASIA
13400,Ebrahim Amini,Iran,786611994,Stub,84.15,ASIA
13401,Hamid Lotfollahian,Iran,786755078,Stub,84.15,ASIA
13402,Abdollah Jassbi,Iran,787068278,Start,84.15,ASIA
13403,Seyed Mahmood Hosseini,Iran,787109199,Start,84.15,ASIA
13404,Mohammad Yeganeh,Iran,787134300,Start,84.15,ASIA
13405,Electoral history of Hassan Rouhani,Iran,787223351,Start,84.15,ASIA
13406,A 250 Years Old Person,Iran,787268259,Start,84.15,ASIA
13407,Mirza Abdul'Rahim Talibov Tabrizi,Iran,787293514,C,84.15,ASIA
13408,Hamid Mowlana,Iran,787334395,Start,84.15,ASIA
13409,Muhammad Hossein Naini,Iran,787343770,C,84.15,ASIA
13410,Abbas Abdi,Iran,787365487,Start,84.15,ASIA
13411,Abbas Vaez-Tabasi,Iran,787368428,Start,84.15,ASIA
13412,Abdolmajid Pirzadeh Jahromi,Iran,787391918,RevisionNotFound: Could not find revision ({revision}:787391918),84.15,ASIA
13413,Abdolnabi Namazi,Iran,787391942,Stub,84.15,ASIA
13414,Abdolqader Zahedi,Iran,787391975,Stub,84.15,ASIA
13415,Abolfazl Fateh,Iran,787433603,C,84.15,ASIA
13416,Hossein Mousavi Tabrizi,Iran,787750556,Stub,84.15,ASIA
13417,Ali Fathollahzadeh,Iran,787781437,Start,84.15,ASIA
13418,Ahmad Ahmadi (philosopher),Iran,787904162,Stub,84.15,ASIA
13419,Ahmad Bourghani,Iran,787905483,Start,84.15,ASIA
13420,Ahmad Sadegh-Bonab,Iran,787907878,Stub,84.15,ASIA
13421,Sadeq Ganji,Iran,787910984,Stub,84.15,ASIA
13422,Sunpadh,Iran,787921514,Start,84.15,ASIA
13423,Sattar Khan,Iran,788085800,C,84.15,ASIA
13424,Alireza Rajaei,Iran,788185339,Stub,84.15,ASIA
13425,Reza Alamouti,Iran,788207923,Start,84.15,ASIA
13426,Ali Akbar Ghoreishi,Iran,788468106,Start,84.15,ASIA
13427,Ali Nikzad,Iran,788478867,C,84.15,ASIA
13428,Ali Younesi,Iran,788483425,Stub,84.15,ASIA
13429,Mass'oud Mirza Zell-e Soltan,Iran,788556797,Start,84.15,ASIA
13430,Allahverdi Dehghani,Iran,788575126,Stub,84.15,ASIA
13431,Amir Arshad,Iran,788880158,Start,84.15,ASIA
13432,Amirreza Amirbakhtiar,Iran,788884593,Start,84.15,ASIA
13433,Azar Majedi,Iran,789027135,Start,84.15,ASIA
13434,Mahmudali Chehregani,Iran,789656569,C,84.15,ASIA
13435,Fatemeh Ajorlou,Iran,789744982,Start,84.15,ASIA
13436,Laleh Eftekhari,Iran,789745415,Stub,84.15,ASIA
13437,Mahnaz Bahmani,Iran,789745418,Stub,84.15,ASIA
13438,Mehrangiz Morovvati,Iran,789745420,Stub,84.15,ASIA
13439,Nafiseh Fayyazbakhsh,Iran,789745449,Stub,84.15,ASIA
13440,Rafat Bayat,Iran,789745461,Stub,84.15,ASIA
13441,Vahideh Taleghani,Iran,789745472,Stub,84.15,ASIA
13442,Arzhang Davoodi,Iran,789875153,Start,84.15,ASIA
13443,Taghi Rahmani,Iran,789900765,Stub,84.15,ASIA
13444,Gholam-Abbas Tavassoli,Iran,789915240,Stub,84.15,ASIA
13445,Safdar Jang,Iran,790004586,C,84.15,ASIA
13446,Effat Shariati,Iran,790062691,Start,84.15,ASIA
13447,Tayebeh Safaei,Iran,790065438,Stub,84.15,ASIA
13448,Fatemeh Rahbar,Iran,790212980,Stub,84.15,ASIA
13449,Ja'far Pishevari,Iran,790228391,C,84.15,ASIA
13450,Mohammad Bastenegar,Iran,790333825,Stub,84.15,ASIA
13451,Badí‘,Iran,790422199,Start,84.15,ASIA
13452,Aliakbar Aghaei Moghanjoei,Iran,790835331,Stub,84.15,ASIA
13453,Vali Maleki,Iran,791175884,Stub,84.15,ASIA
13454,Beytollah Abdollahi,Iran,791288962,Start,84.15,ASIA
13455,Mohammad Forouzandeh,Iran,791470991,Stub,84.15,ASIA
13456,Saadat Ali Khan I,Iran,791646519,Start,84.15,ASIA
13457,Abdolali Bazargan,Iran,791760673,Stub,84.15,ASIA
13458,Mohammed Kazem Yazdi,Iran,791768293,Start,84.15,ASIA
13459,Sayyed Ibrahim Estahbanati,Iran,791769199,Start,84.15,ASIA
13460,Hassan Rahimpour Azghadi,Iran,792033404,Start,84.15,ASIA
13461,Mehdi Hashemi Rafsanjani,Iran,792093348,C,84.15,ASIA
13462,Ashraf Dehghani,Iran,792095777,Start,84.15,ASIA
13463,Kazem Seddiqi,Iran,792254859,Start,84.15,ASIA
13464,Kamal Daneshyar,Iran,792289945,Stub,84.15,ASIA
13465,Elaheh Koulaei,Iran,792293628,Stub,84.15,ASIA
13466,Hushang Hamidi,Iran,792294333,Stub,84.15,ASIA
13467,Amir Reza Khadem,Iran,792294732,Start,84.15,ASIA
13468,Hamid Reza Katouzian,Iran,792295125,Start,84.15,ASIA
13469,Hossein Kamali,Iran,792295357,Stub,84.15,ASIA
13470,Jalal Jalalizadeh,Iran,792295537,Stub,84.15,ASIA
13471,Azam Taleghani,Iran,792298296,Start,84.15,ASIA
13472,Esmail Shooshtari,Iran,792298478,Stub,84.15,ASIA
13473,Bahaedin Adab,Iran,792301043,Start,84.15,ASIA
13474,Mousa Qorbani,Iran,792301252,Stub,84.15,ASIA
13475,Amir Nosrat'ollah Balakhanlou,Iran,792320469,Start,84.15,ASIA
13476,Mahammad Ali Tarbiat,Iran,792325233,Stub,84.15,ASIA
13477,Mohammad Khiabani,Iran,792325915,Start,84.15,ASIA
13478,Jamshid Bahman Jamshidian,Iran,792347771,Start,84.15,ASIA
13479,Ali Mansur,Iran,792393990,Stub,84.15,ASIA
13480,Mohammad Sa'ed,Iran,792394184,Start,84.15,ASIA
13481,Ebrahim Hakimi,Iran,792394356,Start,84.15,ASIA
13482,Ali Soheili,Iran,792394645,Start,84.15,ASIA
13483,Ahmad Matin-Daftari,Iran,792394849,Stub,84.15,ASIA
13484,Mahmoud Djam,Iran,792394899,Start,84.15,ASIA
13485,Abdol Majid Mirza,Iran,792395261,Stub,84.15,ASIA
13486,Mohammad Vali Khan Tonekaboni,Iran,792395287,C,84.15,ASIA
13487,Abolqasem Naser ol-Molk,Iran,792395415,Stub,84.15,ASIA
13488,Mirza Ali Asghar Khan Amin al-Soltan,Iran,792395534,C,84.15,ASIA
13489,Morteza Gholi Khan Hedayat,Iran,792396057,Stub,84.15,ASIA
13490,Majid Khodabakhsh,Iran,792428154,Stub,84.15,ASIA
13491,Parviz Kazemi,Iran,792438683,Stub,84.15,ASIA
13492,Alireza Novin,Iran,792592971,Stub,84.15,ASIA
13493,Sadegh Kharazi,Iran,792865527,Start,84.15,ASIA
13494,Ali Shakouri-Rad,Iran,792866617,Stub,84.15,ASIA
13495,Nasrollah Pejmanfar,Iran,792871675,Stub,84.15,ASIA
13496,Hossein Naghavi-Hosseini,Iran,792873948,Stub,84.15,ASIA
13497,Ahmad Khorram,Iran,792905760,Stub,84.15,ASIA
13498,Shamseddin Hosseini,Iran,792908354,Start,84.15,ASIA
13499,Ali Khatami,Iran,792909961,Stub,84.15,ASIA
13500,Zahra Rahnavard,Iran,792927211,Start,84.15,ASIA
13501,Abolfazl Ghadyani,Iran,792931453,Stub,84.15,ASIA
13502,Hekmat E Shirazi,Iran,792937686,Start,84.15,ASIA
13503,Ali Abdolalizadeh,Iran,792947364,Stub,84.15,ASIA
13504,Mahmoud Bahmani,Iran,793052312,Start,84.15,ASIA
13505,Mohammad-Hashem Mohaymeni,Iran,793070297,Stub,84.15,ASIA
13506,Mirza Hassan Khan Esfandiary,Iran,793083538,Stub,84.15,ASIA
13507,Mohammad-Ali Najafi (born 1956),Iran,793123637,Stub,84.15,ASIA
13508,Mohammad-Reza Tavassoli,Iran,793317318,Stub,84.15,ASIA
13509,Mohsen Sadr,Iran,793349843,Start,84.15,ASIA
13510,Fatemeh Alia,Iran,793375669,Stub,84.15,ASIA
13511,Ali-Qoli Khan Bakhtiari,Iran,793478248,Stub,84.15,ASIA
13512,Jafar Kashani,Iran,793509843,Stub,84.15,ASIA
13513,Nasser Biria,Iran,793556594,Start,84.15,ASIA
13514,Mohammad-Javad Abtahi,Iran,793572228,Stub,84.15,ASIA
13515,Reza Ostadi,Iran,793578865,Stub,84.15,ASIA
13516,Zohreh Elahian,Iran,793582825,Stub,84.15,ASIA
13517,Jalal ed-Din Amir Chakhmaq Shami,Iran,793660106,Stub,84.15,ASIA
13518,Akbar Atri,Iran,793667630,Start,84.15,ASIA
13519,Ali-Ashraf Abdollah Porihoseini,Iran,793709493,Stub,84.15,ASIA
13520,Template:Akbar Hashemi Rafsanjani,Iran,793718261,Stub,84.15,ASIA
13521,Mohammad-Ali Taskhiri,Iran,793733221,Stub,84.15,ASIA
13522,Reza Zavare'i,Iran,794053541,Stub,84.15,ASIA
13523,Gholam-Hossein Nozari,Iran,794058409,Start,84.15,ASIA
13524,Ali-Asghar Fani,Iran,794059560,Stub,84.15,ASIA
13525,Hossein Mozaffar,Iran,794059867,Stub,84.15,ASIA
13526,Hassan Tarighat Monfared,Iran,794063305,Stub,84.15,ASIA
13527,Alireza Marandi,Iran,794063460,Start,84.15,ASIA
13528,Kazem Sami,Iran,794063493,Start,84.15,ASIA
13529,Mahmoud Goudarzi,Iran,794068344,Stub,84.15,ASIA
13530,Monireh Gorji,Iran,794073095,Stub,84.15,ASIA
13531,Abdul-Karim Mousavi Ardebili,Iran,794073116,Start,84.15,ASIA
13532,Yadollah Sahabi,Iran,794073272,Stub,84.15,ASIA
13533,Mohammad Beheshti Shirazi,Iran,794389289,Stub,84.15,ASIA
13534,Hossein-Ali Amiri,Iran,794390140,Stub,84.15,ASIA
13535,Mohammad-Ali Shahidi,Iran,794393283,Start,84.15,ASIA
13536,Nasser Farbod,Iran,794404252,Stub,84.15,ASIA
13537,Ja'far Kavian,Iran,794415791,Stub,84.15,ASIA
13538,Alireza Zakani,Iran,794491534,Stub,84.15,ASIA
13539,Mehdi Kouchakzadeh,Iran,794491594,Start,84.15,ASIA
13540,Javad Karimi-Ghodousi,Iran,794493069,Stub,84.15,ASIA
13541,Hossein-Ali Haji-Deligani,Iran,794493099,Stub,84.15,ASIA
13542,Nader Ghazipour,Iran,794493152,Stub,84.15,ASIA
13543,Shapour Marhaba,Iran,794495200,Start,84.15,ASIA
13544,National Security and Nuclear Diplomacy,Iran,794506687,C,84.15,ASIA
13545,Masoud Roghani Zanjani,Iran,794662327,Stub,84.15,ASIA
13546,Majid Ansari,Iran,794691005,Stub,84.15,ASIA
13547,Hossein Allahkaram,Iran,794715522,Stub,84.15,ASIA
13548,Morteza Bank,Iran,794755464,Stub,84.15,ASIA
13549,Salman Khodadadi,Iran,794757922,Stub,84.15,ASIA
13550,Mohammad Dehghan,Iran,794758050,Stub,84.15,ASIA
13551,Abdolreza Hashemzaei,Iran,794894567,Stub,84.15,ASIA
13552,Mohammad Reza Najafi,Iran,794894597,Stub,84.15,ASIA
13553,Davoud Mohammadi,Iran,794894607,Stub,84.15,ASIA
13554,Mohsen Alijani-Zamani,Iran,794894617,Stub,84.15,ASIA
13555,Ahmad Mazani,Iran,794894624,Stub,84.15,ASIA
13556,Farid Mousavi,Iran,794894636,Stub,84.15,ASIA
13557,Tayebeh Siavoshi,Iran,794894641,Stub,84.15,ASIA
13558,Mohammad Javad Fathi,Iran,794894652,Stub,84.15,ASIA
13559,Fatemeh Zolghadr,Iran,794894661,Stub,84.15,ASIA
13560,Parvaneh Mafi,Iran,794894676,Stub,84.15,ASIA
13561,Mohammad Ali Vakili,Iran,794894686,Stub,84.15,ASIA
13562,Mehdi Sheykh,Iran,794894964,Stub,84.15,ASIA
13563,Fatemeh Saeidi,Iran,794894970,Stub,84.15,ASIA
13564,Gholamreza Heydari,Iran,794894979,Start,84.15,ASIA
13565,Parvaneh Salahshouri,Iran,794894990,Start,84.15,ASIA
13566,Fatemeh Hosseini,Iran,794895225,Stub,84.15,ASIA
13567,Farideh Oladghobad,Iran,794895258,Stub,84.15,ASIA
13568,Mohsen Mehralizadeh,Iran,794925291,Start,84.15,ASIA
13569,Mohammad-Hassan Malekmadani,Iran,795006374,Stub,84.15,ASIA
13570,Mohammad Hashemi Rafsanjani,Iran,795047613,Stub,84.15,ASIA
13571,Abdallah Mazandarani,Iran,795218982,Start,84.15,ASIA
13572,Zahra Ahmadipour,Iran,795324226,Stub,84.15,ASIA
13573,Council for Spreading Mahmoud Ahmadinejad's Thoughts,Iran,795341053,Stub,84.15,ASIA
13574,Mohammad Dadkan,Iran,795363773,C,84.15,ASIA
13575,Ghorbanali Dorri-Najafabadi,Iran,795466171,Start,84.15,ASIA
13576,Nizam al-Mulk,Iran,795580039,C,84.15,ASIA
13577,Mohammad Ali Hosseini,Iran,795690800,Stub,84.15,ASIA
13578,Hassan Ghashghavi,Iran,795693604,Stub,84.15,ASIA
13579,Mohammad-Hassan Aboutorabi Fard,Iran,795694318,Stub,84.15,ASIA
13580,Shahabedin Sadr,Iran,795694420,Stub,84.15,ASIA
13581,Reza Hekmat,Iran,795696013,Stub,84.15,ASIA
13582,Ali Movahedi-Kermani,Iran,795698474,Start,84.15,ASIA
13583,Asghar Dirbaz,Iran,795826941,Stub,84.15,ASIA
13584,Mohammad-Reza Ashtiani Araghi,Iran,796099678,Stub,84.15,ASIA
13585,Ebrahim Azizi,Iran,796189872,Stub,84.15,ASIA
13586,Elias Hazrati,Iran,796189991,Start,84.15,ASIA
13587,Hossein Marashi,Iran,796226486,Start,84.15,ASIA
13588,Ali Mohammad Noorian,Iran,796229158,Stub,84.15,ASIA
13589,Sakineh Almasi,Iran,796290610,Stub,84.15,ASIA
13590,Reza Salehi Amiri,Iran,796358607,Stub,84.15,ASIA
13591,Mohammad Shariatmadari,Iran,796366243,C,84.15,ASIA
13592,Ahmad Motamedi,Iran,796367746,Stub,84.15,ASIA
13593,Aide to the President of Iran,Iran,796368177,Stub,84.15,ASIA
13594,Presidential Administration of Iran,Iran,796390016,Start,84.15,ASIA
13595,Mohammad Farhadi,Iran,796394687,Stub,84.15,ASIA
13596,Template:Hassan Rouhani,Iran,796409898,Stub,84.15,ASIA
13597,2007 Gasoline Rationing Plan in Iran,Iran,796518216,C,84.15,ASIA
13598,Arash Hosseini Milani,Iran,796559611,Stub,84.15,ASIA
13599,Ali E'ta,Iran,796559754,Stub,84.15,ASIA
13600,Mohammad Salari,Iran,796560093,Stub,84.15,ASIA
13601,Elham Fakhari,Iran,796560282,Stub,84.15,ASIA
13602,Mohammad Alikhani (politician),Iran,796560284,Stub,84.15,ASIA
13603,Mohammad Mehdi Mofatteh,Iran,796561883,Stub,84.15,ASIA
13604,Abbas Jadidi,Iran,796561907,Start,84.15,ASIA
13605,Mohsen Sorkhou,Iran,796561944,Stub,84.15,ASIA
13606,Ahmad Hakimipour,Iran,796562123,Stub,84.15,ASIA
13607,Gholamreza Ansari,Iran,796562136,Stub,84.15,ASIA
13608,Rasoul Khadem,Iran,796562806,Start,84.15,ASIA
13609,Jamileh Kadivar,Iran,796563167,Stub,84.15,ASIA
13610,Davoud Soleymani,Iran,796563744,Stub,84.15,ASIA
13611,Mohammad Gharazi,Iran,796563803,Start,84.15,ASIA
13612,Mahmoud Mohammadi (diplomat),Iran,796604310,Stub,84.15,ASIA
13613,Ali Fallahian,Iran,796605942,C,84.15,ASIA
13614,Amir Abedini,Iran,796606683,Stub,84.15,ASIA
13615,Ali Akbar Velayati,Iran,796607480,C,84.15,ASIA
13616,Gholam Reza Aghazadeh,Iran,796682433,Start,84.15,ASIA
13617,Ali Saeedlou,Iran,796688723,Start,84.15,ASIA
13618,Ahmad Shirzad,Iran,796696047,Stub,84.15,ASIA
13619,Reza Rahmani,Iran,796738430,Stub,84.15,ASIA
