,rev_id,article_quality,page,country
13176,759940004,Stub,Henry Chamberlain (politician),New Zealand
13177,759940095,Stub,John Curling,New Zealand
13178,759941378,Start,Ernest Gray (New Zealand politician),New Zealand
13179,759944227,Stub,William Kenny (New Zealand politician),New Zealand
13180,759944232,Stub,John Yeeden Lloyd,New Zealand
13181,759944241,Stub,George Leslie Lee,New Zealand
13182,759948600,Stub,William Nurse,New Zealand
13183,759955171,Stub,Harold Arthur Russell,New Zealand
13184,759955238,Stub,Thomas Renwick,New Zealand
13185,759973235,Stub,Xu Enzeng,China
13186,759973565,Start,Ali Aden Lord,Kenya
13187,759978791,Stub,Barby Wells,United States
13188,759980423,Start,Alexandre-Ferdinand Nguendet,Central African Republic
13189,759981591,Start,Jann Stuckey,Australia
13190,759982763,Start,Anicet-Georges Dologuélé,Central African Republic
13191,759998187,Stub,Ali Agha-Mohammadi,Iran
13192,760001093,Start,Pernille Rosenkrantz-Theil,Denmark
13193,760012032,Stub,Abdul Qadir Bajamal,Yemen
13194,760021311,C,Tzvi Avisar,Israel
13195,760026681,Stub,Antonio del Rosario,Philippines
13196,760030043,Stub,Ahmad Babba Kaita,Nigeria
13197,760031780,Stub,Andrei Klepach,Russia
13198,760033692,Start,Imed Trabelsi,Tunisia
13199,760033764,Stub,Christian Dupont,Belgium
13200,760041027,Start,Erato Kozakou-Marcoullis,Cyprus
13201,760052130,Stub,José Amado Ricardo Guerra,Cuba
13202,760056661,Start,Geoffrey Onegi Obel,Uganda
13203,760062536,Start,Yu In-chon,South Korean
13204,760064451,Start,Leo Segun Ajiborisha,Nigeria
13205,760066050,Stub,Roberta Alenius,Sweden
13206,760066828,Start,Américo Ghioldi,Argentina
13207,760069654,Stub,Yuan Taotu,China
13208,760080443,Stub,Marie Carmelle Jean-Marie,Haiti
13209,760081916,Start,Jørgen von Ansbach,Norway
13210,760084267,Stub,Matthew Flomo,Liberia
13211,760091879,Start,Elizabeth Simbiwa Sogbo-Tortu,Sierra Leone
13212,760093291,Start,"Mohammad Khatami presidential campaign, 2009",Iran
13213,760103274,Start,Abelardo Colomé Ibarra,Cuba
13214,760108113,Stub,Bernardo Piñol Jr.,Philippines
13215,760109296,Start,Sylvanus Lowry,United States
13216,760112545,Start,Fernando Untoja Choque,Bolivia
13217,760125919,Start,Hieu Van Le,Australia
13218,760126403,Stub,Deputy President of the Nigerian Senate,Nigeria
13219,760129090,Start,"João Cardoso de Meneses e Sousa, Baron of Paranapiacaba",Brazil
13220,760134586,Start,Helen Smith (politician),New Zealand
13221,760138609,Start,Wenzu Mintoff,Malta
13222,760143034,Start,Tahar Touati,Algeria
13223,760150452,Stub,Zakia Meghji,Tanzania
13224,760160687,Start,Vasant Bunwaree,Mauritius
13225,760163064,Stub,Walter Feghabo,Nigeria
13226,760165231,Start,Electoral history of Alfred Hindmarsh,New Zealand
13227,760175969,Start,Kyaw Myint,Myanmar
13228,760176383,Start,Liu Hui (politician),China
13229,760178310,Start,Luc Michel,Belgium
13230,760178515,Start,Margaret Rowe,Australia
13231,760178811,Stub,Mhamed El Khalifa,Morocco
13232,760179887,Stub,Rachid Talbi Alami,Morocco
13233,760180338,Stub,Karl Gruber,Austria
13234,760180917,Stub,Samsudin Osman,Malaysia
13235,760181625,Stub,Tadeusz Trzmiel,Poland
13236,760181848,Start,Tom Butime,Uganda
13237,760182115,C,Wan Shaofen,China
13238,760182587,Stub,Andreas Pitsillides,Cyprus
13239,760183672,Stub,Jobie Nutarak,Canada
13240,760184668,Stub,Yin Yicui,China
13241,760184747,Start,Dennis Galabuzi Ssozi,Uganda
13242,760187108,Stub,Álvaro Pérez Treviño,Mexico
13243,760187290,Stub,Didier Pfirter,Switzerland
13244,760190108,Stub,Rafael Ribó,Spain
13245,760191305,Stub,Mykola Rohozhynskyy,Ukraine
13246,760208549,Stub,Eduardo Cote Lamus,Colombia
13247,760214700,Start,Vice-President of Ghana,Ghana
13248,760218341,Stub,Alejandra Reynoso Sánchez,Mexico
13249,760219437,Stub,Raja Muhammed Sarfraz Khan,Pakistan
13250,760236673,Stub,Maximiliano Gómez,Dominican Republic
13251,760241034,Stub,Konstantinos Theofylaktos,Turkey
13252,760241265,Stub,Soutchay Thammasith,Laos
13253,760250207,Stub,Jean Marie M'ba,Gabon
13254,760254890,Stub,Hédi Baccouche,Tunisia
13255,760256110,Stub,Altaf Hussain Unar,Pakistan
13256,760257274,Stub,Laith Shubeilat,Jordan
13257,760266412,Start,Ernest Courtot de Cissey,France
13258,760268202,Start,Charles Duclerc,France
13259,760270695,Stub,Ferdinand Sarrien,France
13260,760271095,Start,Ernest Monis,France
13261,760271255,Start,Vinicio Gómez,Guatemala
13262,760272292,Start,Georges Leygues,France
13263,760278637,Stub,Stefanie Nauheimer,Austria
13264,760283552,Stub,Pyotr Smidovich,Russia
13265,760288256,Start,Ignacio Agramonte,Cuba
13266,760297886,Stub,Wojciech Bartelski,Poland
13267,760303900,Start,Seydou Diarra,Ivorian
13268,760304267,Stub,Gilbert Aké,Ivorian
13269,760314345,Stub,Eugène Soudan,Belgium
13270,760325233,Start,Karl Kobelt,Switzerland
13271,760347572,C,Mishaal bin Saud Al Saud,Saudi Arabia
13272,760347913,Stub,"Louis Phélypeaux, comte de Saint-Florentin",France
13273,760349338,Stub,Badr bin Muhammad bin Abdullah bin Jalawi Al Saud,Saudi Arabia
13274,760353259,Start,Tomás de Herrera,Panama
13275,760357919,Start,Rawhi Fattouh,Palestinian Territory
13276,760375386,Stub,Wasfi Kabha,Palestinian Territory
13277,760380012,Stub,Omar Hammayil,Palestinian Territory
13278,760380616,Stub,Hussin Ututalum Amin,Philippines
13279,760380700,Stub,Mohammed Milhim,Palestinian Territory
13280,760386151,Start,John Huyler,United States
13281,760389806,Stub,Hans Adlhoch,Germany
13282,760390131,Stub,Akanbi Oniyangi,Nigeria
13283,760390313,Stub,Habib Chatty,Tunisia
13284,760393381,Start,Jeannot Ahoussou-Kouadio,Ivorian
13285,760400845,Start,Mieke Vogels,Belgium
13286,760410546,C,André Kolingba,Central African Republic
13287,760422907,Start,Mónica Jiménez,Chile
13288,760434387,C,Badr bin Abdulaziz Al Saud,Saudi Arabia
13289,760434543,C,Sattam bin Abdulaziz Al Saud,Saudi Arabia
13290,760443772,Stub,Damian Greaves,Saint Lucian
13291,760449447,Start,Shekhar Dutt,India
13292,760452466,Stub,Heinrich Clam-Martinic,Austria
13293,760462089,Stub,Sabar Mirza Farman Farmaian,Iran
13294,760467434,Start,John Lillie Gillies,New Zealand
13295,760473086,Stub,Aleksandr Shavlokhov,South Ossetian
13296,760473130,Stub,Merab Chigoev,South Ossetian
13297,760473192,Start,Gerasim Khugayev,South Ossetian
13298,760473237,Stub,Igor Sanakoyev,South Ossetian
13299,760473273,Stub,Zurab Kokoyev,South Ossetian
13300,760477125,Stub,Leon Schlumpf,Switzerland
13301,760479746,Stub,Hasina Miya,Nepal
13302,760484947,Stub,Kostas Linoxilakis,Greece
13303,760487348,Stub,M. M. Ismail,India
13304,760487381,Stub,Sundar Lal Khurana,India
13305,760499204,Stub,Rudolf Amelunxen,Germany
13306,760511696,Stub,List of rulers of Bosha,Ethiopia
13307,760512672,Stub,Louis-Étienne Ricard,France
13308,760517312,Start,Jan Joseph Godfried van Voorst tot Voorst (politician),Netherlands
13309,760522468,C,Tomasz Łubieński,Poland
13310,760526926,Start,Massimo Tononi,Italy
13311,760527930,Start,Alpha Kanu,Sierra Leone
13312,760532029,Stub,Paurina Mpariwa,Zimbabwe
13313,760532401,Stub,Ginette Gamatis,Seychelles
13314,760532402,Stub,Jennifer Vel,Seychelles
13315,760532404,Stub,Joevana Charles,Seychelles
13316,760533559,Stub,Nouriya Al-Subaih,Kuwait
13317,760533560,Stub,Salwa al-Jassar,Kuwait
13318,760533561,Start,Aseel al-Awadhi,Kuwait
13319,760533730,Start,Ina'am Al-Mufti,Jordan
13320,760534018,Stub,Toktayym Ümötalieva,Kyrgyzstan
13321,760534019,Stub,Jyldyz Joldosheva,Kyrgyzstan
13322,760534473,Stub,Rosa Bonaparte,East Timorese
13323,760535135,Start,Naziha al-Dulaimi,Iraq
13324,760535171,Stub,Nisrin Barwari,Iraq
13325,760535174,Stub,Basimah Yusuf Butrus,Iraq
13326,760535175,Stub,Sondul Chapouk,Iraq
13327,760535176,Stub,Leila Abdul-Latif,Iraq
13328,760535433,Stub,Narmin Othman,Iraq
13329,760535436,Stub,Tayseer al-Mashhadani,Iraq
13330,760535437,Stub,Faten Mahmoud,Iraq
13331,760535438,Stub,Shatha Mousa Sadiq,Iraq
13332,760535439,Stub,Salama al-Khufaji,Iraq
13333,760535443,Stub,Lamiya Abed Khadawi,Iraq
13334,760535546,Start,Wijdan Michael,Iraq
13335,760549444,Start,Nadia Hashem,Jordan
13336,760558966,Stub,Rawya Saud Al Busaidi,Omani
13337,760560737,Stub,Ida Glanzmann,Switzerland
13338,760562041,Stub,Bozhidar Lukarski,Bulgaria
13339,760563015,Start,Robert Dunsmure,Australia
13340,760564482,Stub,Julie Arthur,Barbados
13341,760574895,Start,Jorge Illueca,Panama
13342,760581361,Start,Denise Robinson,South Africa
13343,760581725,Stub,Kyaw Lwin,Myanmar
13344,760582937,Stub,Fatima Ibrahim Didi,Maldives
13345,760584475,Stub,Herbert Mies,Germany
13346,760585269,Start,Moudi bint Khalid Al Saud,Saudi Arabia
13347,760586213,Start,Mozaffar Alam,Iran
13348,760599350,Start,Political families of Tamil Nadu,India
13349,760603745,Start,Willie Obiano,Nigeria
13350,760604768,Stub,David Hunter (Queensland politician),Australia
13351,760605084,C,James Kennedy (Australian politician),Australia
13352,760606135,Start,Nobuo Kishi,Japan
13353,760608625,Start,Political families of Rajasthan,India
13354,760622550,Stub,Eric Loiselet,France
13355,760624699,Stub,Political families of Kerala,India
13356,760631042,Stub,Charles Elliott (politician),New Zealand
13357,760653497,C,Herminio A. Astorga,Philippines
13358,760662466,Start,James Francis Maxwell,Australia
13359,760704360,Stub,Maria Claudia Lacouture,Colombia
13360,760706102,Stub,Anna-Liisa Linkola,Finland
13361,760710006,Stub,Lucina Hagman,Finland
13362,760716476,C,Cuthbert Grant,Canada
13363,760731236,Stub,Taqi Arani,Iran
13364,760733809,C,Samuel Leonard Tilley,Canada
13365,760741230,Start,Magdalena Matte,Chile
13366,760747947,Stub,Geoffrey Owen Whittaker,United Kingdom
13367,760751159,C,Sangeet Fowdar,Mauritius
13368,760769582,Stub,Manuel Burgos,Paraguay
13369,760794093,Stub,Gudrat Gurbanov,Azerbaijan
13370,760821113,Start,Alexander Abalakov,Russia
13371,760825067,Stub,Gerrit Schimmelpenninck,Netherlands
13372,760828437,Stub,Juho Eerola,Finland
13373,760830632,Stub,Abbas Farzanegan,Iran
13374,760837785,Start,Luzviminda Ilagan,Philippines
13375,760839784,Stub,Asghar Khan Nawani,Pakistan
13376,760843609,Stub,Patrik Vankrunkelsven,Belgium
13377,760843722,Start,Kadi Sesay,Sierra Leone
13378,760887503,Start,Mohamamad Fatmi Che Salleh,Malaysia
13379,760892588,Stub,Jacob George Hieronymus van Tets van Goudriaan,Netherlands
13380,760897165,Stub,Luis Bareiro Spaini,Paraguay
13381,760900841,Start,Gervasio Antonio de Posadas,Argentina
13382,760901474,Stub,Miguel Guevara,Peru
13383,760906887,Start,Michael Falzon (politician),Malta
13384,760911008,Stub,Juan Pedro Aguirre,Argentina
13385,760916602,Start,Manuel Vicente Maza,Argentina
13386,760947178,Stub,Béla Perczel,Hungary
13387,760963711,Stub,Liao Liou-yi,Taiwan
13388,760966317,Stub,Gustaw Marek Brzezin,Poland
13389,760970380,Start,Lin Fong-cheng,Taiwan
13390,760973903,Stub,Rafael Pérez Pareja,Ecuador
13391,760987606,Stub,Liao Cheng-hao,Taiwan
13392,760989859,Start,Evelio Leonardia,Philippines
13393,760993373,Stub,Peter Lindbäck,Finland
13394,761000859,C,Vano Siradeghyan,Armenia
13395,761001228,Start,Benjamin Tupay Loong,Philippines
13396,761005053,Start,Diosdado Macapagal Arroyo,Philippines
13397,761006329,Stub,Jogendra Singh (politician),India
13398,761006382,Stub,Raghukul Tilak,India
13399,761006664,Stub,Henry Williams (New Zealand politician),New Zealand
13400,761007420,Stub,Navrang Lal Tibrewal,India
13401,761023103,Stub,Javier Fernández (politician),Spain
13402,761024728,Stub,Ferdynand Zarzycki,Poland
13403,761025180,Stub,Wu Chen-huan,Taiwan
13404,761038983,Stub,Robert Thomson (Australian politician),Australia
13405,761052363,Stub,Ilham Moussaïd,France
13406,761069990,Stub,Taha El Sherif Ben Amer,Libya
13407,761070032,Stub,Shah Moazzem Hossain,Bangladesh
13408,761072947,Start,Stefan Wallin,Finland
13409,761074170,Start,James C. F. Huang,Taiwan
13410,761087542,Start,Antonio Sedeño,Spain
13411,761093250,Stub,Madar Bux,Bangladesh
13412,761104451,Stub,Norman Yakeleya,Canada
13413,761111593,Stub,Alberto Ramento,Philippines
13414,761112423,Stub,Stanislovas Buškevičius,Lithuania
13415,761115853,Start,Violet Yong Wui Wui,Malaysia
13416,761126708,Start,Larry Clapp,United States
13417,761128701,Start,Bartolomé Morales,Cuba
13418,761131688,Stub,Francis North (politician),Australia
13419,761134925,Stub,Georges Vereeken,Belgium
13420,761135477,Stub,Hippolyte Metdepenningen,Belgium
13421,761135606,Start,Hovsep Arghutian,Armenia
13422,761136225,Start,Jef François,Belgium
13423,761137432,Stub,Angelo Alessandri,Italy
13424,761141148,Start,Pan Men-an,Taiwan
13425,761147156,C,Ropata Wahawaha,New Zealand
13426,761157551,Start,Abram Irvin McDowell,United States
13427,761160776,Stub,Elisa Olga Kho,Philippines
13428,761160906,Stub,Pankaj Gupta (politician),India
13429,761170393,Stub,Fawzi Abdel A'al,Libya
13430,761170861,Stub,Al-Aref al-Khoga,Libya
13431,761180310,Stub,Meng Fan-chao,Taiwan
13432,761182163,Start,Yang Chiu-hsing,Taiwan
13433,761184763,Start,Milton Dube,Nauru
13434,761194274,Start,Eino S. Repo,Finland
13435,761194675,Stub,Mirza Namrud Buksh,Fiji
13436,761204424,Start,Abul Kashem Khan,Bangladesh
13437,761206922,Stub,Saco Reinalda,Netherlands
13438,761211695,Stub,Gavril Krastevich,Bulgaria
13439,761214304,Stub,Archie Tanner,Australia
13440,761225048,Start,Politburo of the Polish United Workers' Party,Poland
13441,761232713,Start,Poul Hansen,Denmark
13442,761236986,Stub,Samuel Mchele Chitalilo,Tanzania
13443,761243798,C,Date Munenari,Japan
13444,761244047,Stub,Davor Škrlec,Croatia
13445,761248391,Stub,Miguel de Vasconcelos,Portugal
13446,761264606,Stub,Margarita Popova,Bulgaria
13447,761268013,Start,Carlos Eduardo Guevara Villabón,Colombia
13448,761276777,Stub,Reynaldo Aguinaldo,Philippines
13449,761287378,Start,Vice President of Suriname,Suriname
13450,761288513,Stub,Jevrem Nenadović,Serbia
13451,761309782,C,Murder of Yuriy Chervochkin,Russia
13452,761322331,Stub,David Tuviyahu,Israel
13453,761332661,Stub,Warren Jenkins,United States
13454,761336725,Stub,Jean-Marie Léyé,Vanuatu
13455,761349682,Stub,Lee Yi-ting,Taiwan
13456,761351942,Stub,Igor Arkhipov,Russia
13457,761353713,Stub,Akhmed Malsagov,Russia
13458,761354074,Start,Trench Chiswell,United Kingdom
13459,761355078,GA,Vahida Maglajlić,Bosnia-Herzegovina
13460,761358795,Stub,Rumen Hristov (politician),Bulgaria
13461,761378900,Stub,András Vonza,Hungary
13462,761389170,Stub,María Zamudio Guzmán,Mexico
13463,761396239,Start,Murray Smith (New Zealand politician),New Zealand
13464,761403440,Start,Claiborne-Dallas-Boggs family,United States
13465,761412104,Stub,Mom Chim Huy,Cambodia
13466,761413282,Start,Middleton-Rutledge-Pinckney family,United States
13467,761415640,Stub,Scranton family,United States
13468,761418543,Start,Aurélio Martins,Sao Tome and Principe
13469,761425305,Stub,Hsueh Hsiang-chuan,Taiwan
13470,761440930,Stub,Vladimir Mikhailovich Belyaev,Moldova
13471,761441460,Stub,Petar Dobrović,Serbia
13472,761441904,B,Ranavalona II,Madagascar
13473,761461328,Stub,Tang Bi-a,Taiwan
13474,761462628,Stub,Daniel Blanco Acevedo,Uruguay
13475,761463732,Stub,Vanessa Davies,Venezuela
13476,761475154,Stub,Wu Ying-yih,Taiwan
13477,761487485,Start,Viswa Sadasivan,Singapore
13478,761494290,Start,List of Ministers of Defense of Peru,Peru
13479,761506820,Stub,Nikolai Shelyagovich,Belarus
13480,761513578,Stub,Robert Paul Marie de Guise,France
13481,761525136,Start,Hussein el-Shafei,Egypt
13482,761534819,Stub,Chen Jian-yu,Taiwan
13483,761547293,Stub,Tsai Duei,Taiwan
13484,761559488,Stub,Frank Baron (Dominica),Dominica
13485,761565854,Start,Ricardo Ehrlich,Uruguay
13486,761565906,Stub,Roberto Kreimerman,Uruguay
13487,761565982,Stub,Daniel Olesker,Uruguay
13488,761566395,Stub,Isaac Alfie,Uruguay
13489,761578439,Stub,Isaac Mekler,Peru
13490,761581534,Stub,Ali Asghar Al-Mousavi,Iran
13491,761581631,Start,Gottlieb Duttweiler,Switzerland
13492,761589338,Stub,Aleksandr Artemyev,Russia
13493,761589729,Stub,Mikhail Astafyev,Russia
13494,761591469,Stub,Vladimir Aseev,Russia
13495,761596180,Stub,Yury Afonin,Russia
13496,761604965,Start,Edward Palmer (Canadian politician),Canada
13497,761628121,Stub,Taibah Al-Ibrahim,Kuwait
13498,761630386,Stub,André-Gilles Fortin,Canada
13499,761658964,Stub,Chukwuebuka Anisiobi,Nigeria
13500,761670535,Stub,Stefano Colonna,Italy
13501,761685369,Start,Kathryn Holloway (police commissioner),United Kingdom
13502,761685512,Stub,Ghulam Mohammad Ghobar,Afghanistan
13503,761703430,Start,Aloyse Hentgen,Luxembourg
13504,761705332,Start,Seidou Njimoluh Njoya,Cameroon
13505,761708375,Start,Pirro Kondi,Albania
13506,761713965,Stub,María Teresa Jiménez Esquivel,Mexico
13507,761714151,Stub,Jalel Lakadar,Tunisia
13508,761714259,Stub,Mustafa Lutfi,Maldives
13509,761714342,Stub,Idoia Mendia,Spain
13510,761714859,Stub,Khaled Sheikh,Yemen
13511,761714907,Stub,Stanisław Sławiński,Poland
13512,761715015,Stub,Vasili Tishchenko,Moldova
13513,761715077,Stub,Mikko Vainio,Finland
13514,761715082,Stub,M. Vaithianathan,India
13515,761721236,Start,Nando Bodha,Mauritius
13516,761725171,Stub,Aung Soe Myint,Myanmar
13517,761731009,Stub,Mohammad Choucair,Lebanon
13518,761737356,Start,Stanley G. Grizzle,Canada
13519,761748124,Start,Ponciano Bernardo,Philippines
13520,761753605,Stub,Hamid Garmabi,Iran
13521,761757833,Start,Kenneth Williams (politician),New Zealand
13522,761763090,C,Jalal Dabagh,Iraq
13523,761772004,Start,Louis Thiroux de Crosne,France
13524,761798776,Stub,Mauricio Santa María Salamanca,Colombia
13525,761822097,Start,Rashid Beebeejaun,Mauritius
13526,761836081,Stub,Anil Bachoo,Mauritius
13527,761837379,Stub,Rezaul Karim Hira,Bangladesh
13528,761837709,Stub,Boris Buzančić,Croatia
13529,761838379,Stub,Telmo Vargas,Ecuador
13530,761844420,Stub,Eda Rivas,Peru
13531,761857722,GA,Saufatu Sopoanga,Tuvalu
13532,761858215,Start,Telavi Ministry,Tuvalu
13533,761860243,C,Xavier-Luc Duval,Mauritius
13534,761861065,Start,Leela Devi Dookhun,Mauritius
13535,761863449,Stub,Kang Ki-sop,"Korea, South"
13536,761876054,Start,Carmen Planas,Philippines
13537,761898012,Stub,Somdy Douangdy,Laos
13538,761902568,Stub,John B. Pinney,Liberia
13539,761911357,Stub,Spiridon Kacarosi,Albania
13540,761915273,Stub,Andrey Golovatyuk,Russia
13541,761928876,Stub,Pierre-Suzanne-Augustin Cochin,France
13542,761941416,Start,Norodom Norindeth,Cambodia
13543,761949034,Start,Pierre Dupong,Luxembourg
13544,761955907,Stub,Georgi Kirkov,Bulgaria
13545,761960589,Stub,Michael Clarke (Australian politician),Australia
13546,761960679,Stub,Russell Clarke,Australia
13547,761961716,Stub,Denis Collins (politician),Australia
13548,761964553,Stub,Liu Wenzhi,China
13549,761964727,Start,Jorge Telerman,Argentina
13550,761967743,Start,Gianni De Michelis,Italy
13551,761999946,Start,Julius Jolly (Indologist),Germany
13552,762009545,Stub,Adrian Davis (governor),Montserratian
13553,762011471,Start,Alois von Brinz,Germany
13554,762022167,Start,Aleksander Kesküla,Estonia
13555,762023654,Stub,Pavle Bulatović,Montenegro
13556,762023726,Start,Đuro Basariček,Croatia
13557,762026056,Start,Jordi Arquer,Spain
13558,762030747,Start,Timothy Donaldson,Bahamas
13559,762037584,C,Mohamed Abdi Mohamed,Somalia
13560,762042217,Stub,Tadao Watanabe,Japan
13561,762042495,Stub,James C. Webb,United States
13562,762044692,Stub,Margarita Diéguez Armas,Mexico
13563,762047986,Stub,Juan Castellón Larenas,Chile
13564,762049513,Start,Nikola Koljević,Bosnia-Herzegovina
13565,762057274,Stub,Patricia Jorge,Argentina
13566,762058199,Stub,Mohamed Taieb Naciri,Morocco
13567,762063203,Stub,Mohammed Kumalia,Nigeria
13568,762067204,Stub,Janusz Kiszka,Poland
13569,762070658,Start,Federico Malo Andrade,Ecuador
13570,762074976,Stub,Carlos Flores Vizcarra,Mexico
13571,762076149,Stub,Olavi Mäenpää,Finland
13572,762082122,Start,Jacqui Quinn-Leandro,Antigua and Barbuda
13573,762085223,Stub,Charles Rawlins,New Zealand
13574,762086732,Start,Rodney Arismendi,Uruguay
13575,762086842,Stub,"Carlos O'Donnell, 2nd Duke of Tetuan",Ireland
13576,762093054,Stub,Georges Pézières,France
13577,762094926,Stub,Hélder Barros,Sao Tome and Principe
13578,762106197,Start,Gaius Obaseki,Nigeria
13579,762110004,Stub,Abdylaqim Ademi,Macedonia
13580,762110105,Start,Fuat Dibra,Albania
13581,762121328,Stub,Abraham Guloyan,Armenia
13582,762123467,Stub,Silvino Manuel da Luz,Cape Verde
13583,762125702,Start,Kyryl Studynsky,Ukraine
13584,762126897,Start,Vesna Pešić,Serbia
13585,762128875,Stub,Sainte Suzanne Melvil-Bloncourt,Guadeloupe
13586,762131005,Stub,António do Espírito Santo Fonseca,Cape Verde
13587,762138805,Stub,Musa Gibril Bala Gaye,Gambia
13588,762151376,Stub,Ahmed ibn Abi Mahalli,Morocco
13589,762182031,Start,Janine Krieber,Canada
13590,762192293,Start,Yusuf Mohamed Ismail,Somalia
13591,762193230,Stub,Ali Mohamud Abdi,Somalia
13592,762193615,Stub,Adjaratou Abdoulaye,Togo
13593,762195257,Stub,Abd al-Qadir (Sokoto),Nigeria
13594,762195749,Stub,Abd-Allah ibn Aamir Hadhrami,Iraq
13595,762200755,Start,Paolo Barelli,Italy
13596,762206632,Start,Anudith Nakornthap,Thailand
13597,762220684,Stub,Ebenezer Shoobridge,Australia
13598,762223313,Start,Noor Dean,Fiji
13599,762223621,Start,Varlam Cherkezishvili,Russia
13600,762227208,Start,Harry Thomson (politician),Malawi
13601,762227429,Stub,Jacques Moreau,France
13602,762237127,Stub,Saiful Islam Hiru,Bangladesh
13603,762248402,Start,Wei Liaoweng,China
13604,762252291,Stub,John Crowe (Irish politician),Ireland
13605,762255691,Start,Théophile Nata,Benin
13606,762268368,Stub,A. Wahab,Indonesia
13607,762277520,Stub,Gerardus Huysmans,Netherlands
13608,762280823,Stub,Nikolay Nenchev,Bulgaria
13609,762288716,Stub,Arsalan Fathipour,Iran
13610,762299697,Stub,Peter Kažimír,Slovakia
13611,762300867,Stub,Mohamed Abu Samra,Egypt
13612,762333867,Stub,Thamer Nayef al-Hathal,Iraq
13613,762335268,Stub,Sigurður Eggerz,Iceland
13614,762336008,Stub,Tryggvi Þórhallsson,Iceland
13615,762343695,Start,John Frazer (politician),Australia
13616,762352096,Stub,Dionisio Meade y Garcia de Leon,Mexico
13617,762354383,Start,Matloob Inkalabi,Pakistan
13618,762356046,Stub,Yelena Vladimirovna Afanasyeva,Russia
13619,762358380,B,Conducător,Romania
13620,762369152,Stub,Åke Henriksson Tott,Sweden
13621,762369795,Start,Salah Dessouki,Egypt
13622,762371754,Stub,Hjalmar Mehr,Sweden
13623,762377033,Stub,Dmitry Demushkin,Russia
13624,762379528,Stub,Hangmila Shaiza,India
13625,762379856,Stub,Olugbenga Onaolapo Obadara,Nigeria
13626,762380926,Start,George A. Waggaman,United States
13627,762388241,Start,Oscar Celli Gerbasi,Venezuela
13628,762400487,Stub,Soemarno Sosroatmodjo,Indonesia
13629,762408105,C,Crin Antonescu,Romania
13630,762409626,Start,Agnes Mukabaranga,Rwanda
13631,762411418,Stub,Abu Youssef Sharqieh,Lebanon
13632,762425953,Stub,Solomone Bauserau,Fiji
13633,762434454,Start,Honório Barreto,Cape Verde
13634,762434752,C,Keying (official),China
13635,762456013,C,Mian Hazrat Jamal Kakakhel,Pakistan
13636,762457453,Stub,Fabiola Morales,Peru
13637,762470646,GA,Paul Levi,Germany
13638,762474757,Stub,Vanda Briedienė,Lithuania
13639,762482100,GA,Manuel Francisco Pavón Aycinena,Guatemala
13640,762483439,Stub,Saleh Ali Farrah,Tanzania
13641,762495282,Stub,Abdullah bin Rashid,Saudi Arabia
13642,762496894,Stub,Ahmed Aboki Abdullahi,Nigeria
13643,762498904,Stub,Giuseppe Maiani,San Marino
13644,762517620,Start,Marie Davis Pierre,Dominica
13645,762526753,Start,Denise Allen,Australia
13646,762526801,Start,Konstanty Dombrowicz,Poland
13647,762527227,Stub,List of ambassadors of Afghanistan,Afghanistan
13648,762549593,Stub,Aileen Anna Maria Garmson,New Zealand
13649,762551117,Stub,Yury Gladkov,Russia
13650,762551550,Stub,Ashok B. Gokhale,India
13651,762555424,Stub,Guðmundur Ívarsson Guðmundsson,Iceland
13652,762572848,Stub,Tuala Ainiu Iusitino,Samoan
13653,762574050,Stub,Roberto Jaguaribe,Brazil
13654,762579466,Start,Mahamoud Adam Béchir,Chad
13655,762598944,Stub,Ntare I of Burundi,Burundi
13656,762599147,Stub,Mwezi III of Burundi,Burundi
13657,762599271,Stub,Mutaga III of Burundi,Burundi
13658,762599399,Stub,Mwambutsa I of Burundi,Burundi
13659,762599435,Stub,Ntare IV of Burundi,Burundi
13660,762603569,Start,John Bathgate,New Zealand
13661,762610456,Stub,Antonio Bells,Palauan
13662,762617698,Stub,"Moninho Viegas, o Gasco",Portugal
13663,762624528,Stub,Edwin Ochieng Yinda,Kenya
13664,762627206,Stub,Mabel Newlands,New Zealand
13665,762630896,Stub,Flora Buka,Zimbabwe
13666,762635839,Stub,Elijah Doro Muala,Solomon Islands
13667,762637325,Stub,Dragutin Haramija,Croatia
13668,762637783,Stub,Omar Kabbaj,Morocco
13669,762646607,Stub,Paul Usteri,Switzerland
13670,762670560,Stub,Aleida Alavez Ruiz,Mexico
13671,762671066,Stub,Luisa María Alcalde Luján,Mexico
13672,762676170,Start,Étienne Clémentel,France
13673,762676373,Stub,Pierre Colliard,France
13674,762676408,Stub,Pasquale Malipiero,Italy
13675,762680748,Stub,Lucien Lamoureux (France),France
13676,762684039,Stub,Hans Klingenberg,Denmark
13677,762706494,Start,Esteban Bullrich,Argentina
13678,762706551,Stub,Ōtomo no Otomaro,Japan
13679,762706793,Start,Diane Beamer,Australia
13680,762707678,Start,Agustín Morales,Bolivia
13681,762722684,Stub,Prince Narinaga,Japan
13682,762731569,Stub,Jón Þór Ólafsson,Iceland
13683,762732359,Start,Friday Osanebi,Nigeria
13684,762737394,Stub,Mathias Rosenblad,Sweden
13685,762746486,Stub,Interior minister of the Republic of Iran,Iran
13686,762765241,Start,Rustam Jamali,Pakistan
13687,762765354,Stub,Giuseppe Salvatore Bellusci,Italy
13688,762776428,Stub,Trastamiro Aboazar,Portugal
13689,762791036,Stub,Magnus Brunner,Austria
