,rev_id,article_quality,page,country,population,region
8497,765437787,Start,Francisco Tadeo Calomarde y Arría,Spain,47.635,EUROPE
8498,766030635,Start,José Bono Martínez,Spain,47.635,EUROPE
8499,766267888,Stub,Juan Espadas,Spain,47.635,EUROPE
8500,766479090,Stub,Alejandro de Castro y Casal,Spain,47.635,EUROPE
8501,767128764,Stub,Xosé Quiroga Suárez,Spain,47.635,EUROPE
8502,767246494,Stub,"Iñigo López de Mendoza, Lord of Llodio",Spain,47.635,EUROPE
8503,767247737,Stub,Rodrigo Alfonso de León,Spain,47.635,EUROPE
8504,767249102,Stub,Rodrigo Núñez de Guzmán,Spain,47.635,EUROPE
8505,767249440,Stub,Fernán Gutiérrez de Castro,Spain,47.635,EUROPE
8506,767285221,Stub,"Pedro José Pidal, 1st Marquis of Pidal",Spain,47.635,EUROPE
8507,767285805,Start,Antonio Goicoechea,Spain,47.635,EUROPE
8508,767328358,C,François Cabarrus,Spain,47.635,EUROPE
8509,767375019,Start,Alejandra Silva,Spain,47.635,EUROPE
8510,767687129,Start,Juan José de Vértiz y Salcedo,Spain,47.635,EUROPE
8511,767772147,Stub,Faustino Rodríguez-San Pedro y Díaz-Argüelles,Spain,47.635,EUROPE
8512,767773505,Stub,Alejandro Groizard y Gómez de la Serna,Spain,47.635,EUROPE
8513,768087622,Start,Agustín Argüelles,Spain,47.635,EUROPE
8514,768402128,Stub,Francisco de Paredes,Spain,47.635,EUROPE
8515,768469806,Stub,Pedro Bernáldez de Sahagún,Spain,47.635,EUROPE
8516,768515186,Start,"Domingo Dulce, 1st Marquis of Castell-Florite",Spain,47.635,EUROPE
8517,768846410,GA,Mateo González Manrique,Spain,47.635,EUROPE
8518,770222827,Start,"Pedro Henriquez de Acevedo, Count of Fuentes",Spain,47.635,EUROPE
8519,770393559,Stub,Diego Rodriguez de Valdés,Spain,47.635,EUROPE
8520,770474241,Stub,Juan José Pujana,Spain,47.635,EUROPE
8521,770497988,Stub,Jesús Eguiguren,Spain,47.635,EUROPE
8522,770893383,Stub,Diego Clemencín,Spain,47.635,EUROPE
8523,770933618,Stub,Antonio Ros de Olano,Spain,47.635,EUROPE
8524,770988943,Start,Juan Joseph de Iramain,Spain,47.635,EUROPE
8525,771163630,Stub,Manuel Acero,Spain,47.635,EUROPE
8526,771247839,C,Eugenio Vegas Latapie,Spain,47.635,EUROPE
8527,771281720,Stub,Germán Gamazo,Spain,47.635,EUROPE
8528,771858558,Start,Manuel Prado y Colón de Carvajal,Spain,47.635,EUROPE
8529,772278194,C,Antonio de Ulloa,Spain,47.635,EUROPE
8530,772480056,C,Gil Álvarez Carrillo de Albornoz,Spain,47.635,EUROPE
8531,773162928,C,Francisco de Córcoles y Martínez,Spain,47.635,EUROPE
8532,773929695,Stub,Francisco Aparicio y Ruiz,Spain,47.635,EUROPE
8533,774997587,C,"Zenón de Somodevilla, 1st Marqués de la Ensenada",Spain,47.635,EUROPE
8534,775974956,Start,Eduardo O'Gorman,Spain,47.635,EUROPE
8535,776027108,Stub,Joaquín Chapaprieta,Spain,47.635,EUROPE
8536,776027115,Start,Ricardo Samper,Spain,47.635,EUROPE
8537,776027472,Stub,Manuel Allendesalazar y Muñoz de Salazar,Spain,47.635,EUROPE
8538,776027694,Stub,Francisco Silvela,Spain,47.635,EUROPE
8539,776027717,Stub,José Posada Herrera,Spain,47.635,EUROPE
8540,776399074,Stub,Emiliano García-Page,Spain,47.635,EUROPE
8541,776679120,Start,"Diego Dávila Mesía y Guzmán, 3rd Marquis of Leganés",Spain,47.635,EUROPE
8542,776751637,C,Juan Donoso Cortés,Spain,47.635,EUROPE
8543,777295476,Start,List of viceroys of Sardinia,Spain,47.635,EUROPE
8544,777386420,Stub,Vicente Sancho y Cobertores,Spain,47.635,EUROPE
8545,777386738,Stub,Joaquín Francisco Pacheco y Gutiérrez-Calderón,Spain,47.635,EUROPE
8546,777386911,Stub,Eusebio Bardají y Azara,Spain,47.635,EUROPE
8547,777386925,Stub,José María Calatrava y Peinado,Spain,47.635,EUROPE
8548,777386935,Stub,Joaquín María de Ferrer y Cafranga,Spain,47.635,EUROPE
8549,777386938,Stub,"Antonio González, 1st Marquis of Valdeterrazo",Spain,47.635,EUROPE
8550,777386948,Stub,Evaristo Pérez de Castro y Brito,Spain,47.635,EUROPE
8551,777386963,Start,"Narciso Fernández de Heredia, 2nd Count of Heredia-Spínola",Spain,47.635,EUROPE
8552,777387022,Stub,Salustiano de Olózaga y Almandoz,Spain,47.635,EUROPE
8553,777387039,Stub,Francisco Javier de Istúriz y Montero,Spain,47.635,EUROPE
8554,777439651,Stub,Jordi Hereu,Spain,47.635,EUROPE
8555,777440071,Stub,Jordi Portabella,Spain,47.635,EUROPE
8556,777592282,Stub,José Alarcón (politician),Spain,47.635,EUROPE
8557,777617002,C,José Perelló Torrens,Spain,47.635,EUROPE
8558,777673461,Stub,Juan Fageda,Spain,47.635,EUROPE
8559,777680006,Start,Juan José Güemes,Spain,47.635,EUROPE
8560,777680037,Start,Juan José Ibarretxe,Spain,47.635,EUROPE
8561,777945476,C,Manuel Basavilbaso Urtubia,Spain,47.635,EUROPE
8562,778133591,Start,List of viceroys of Valencia,Spain,47.635,EUROPE
8563,778366921,Start,Juan Procopio Bassecourt y Bryas,Spain,47.635,EUROPE
8564,778440179,C,Bartolomé Jaimes,Spain,47.635,EUROPE
8565,778524681,Start,Juan Escoiquiz,Spain,47.635,EUROPE
8566,778868085,Stub,Txabi Etxebarrieta,Spain,47.635,EUROPE
8567,779080994,Stub,Rafael Andrade Navarrete,Spain,47.635,EUROPE
8568,779551942,Stub,Juan José Imbroda,Spain,47.635,EUROPE
8569,779738316,Start,Eduardo Alonso Colmenares,Spain,47.635,EUROPE
8570,780530100,Stub,Antonio Barroso y Sánchez-Guerra,Spain,47.635,EUROPE
8571,780899481,Start,Javier Ybarra Bergé,Spain,47.635,EUROPE
8572,781028855,C,Álvaro de Luna,Spain,47.635,EUROPE
8573,781190846,Start,Gonzalo de Salazar,Spain,47.635,EUROPE
8574,781191659,Stub,Pedro Almíndez Chirino,Spain,47.635,EUROPE
8575,781195108,Start,Juan Ortiz de Matienzo,Spain,47.635,EUROPE
8576,781196580,B,Rodrigo de Albornoz,Spain,47.635,EUROPE
8577,781411161,Stub,José de Carvajal y Hué,Spain,47.635,EUROPE
8578,781414938,Start,"Pedro Messía de la Cerda, 2nd Marquis of Vega de Armijo",Spain,47.635,EUROPE
8579,781489720,Stub,"Juan Francisco Ruiz de Gaona y Portocarrero, Conde de Valdeparaíso",Spain,47.635,EUROPE
8580,781823580,Start,José Ramón Basavilbaso,Spain,47.635,EUROPE
8581,782161277,Start,Antonio Alcalá Galiano,Spain,47.635,EUROPE
8582,782202304,Stub,Francesc de Tamarit,Spain,47.635,EUROPE
8583,782236986,Start,Martín de Álzaga,Spain,47.635,EUROPE
8584,782288073,Start,Narciso Marull,Spain,47.635,EUROPE
8585,782422434,Stub,Juan Sempere y Guarinos,Spain,47.635,EUROPE
8586,782426555,Start,Víctor Alba,Spain,47.635,EUROPE
8587,782426558,Stub,Florentino Álvarez Mesa,Spain,47.635,EUROPE
8588,782426602,Stub,Adolfo de Urquijo e Ibarra,Spain,47.635,EUROPE
8589,782509771,Stub,Luis Arráez Martínez,Spain,47.635,EUROPE
8590,782511345,FA,Antonio Arrúe Zarauz,Spain,47.635,EUROPE
8591,782758921,Stub,Bernardino Verdún de Villayzán,Spain,47.635,EUROPE
8592,782827595,C,Miguel Ricardo de Álava y Esquivel,Spain,47.635,EUROPE
8593,782926095,Start,Juan Palarea y Blanes,Spain,47.635,EUROPE
8594,783012649,Start,Alonso Mercado y Villacorta,Spain,47.635,EUROPE
8595,783054750,C,Manuel Broseta,Spain,47.635,EUROPE
8596,783117889,Start,Francisco Cajigal de la Vega,Spain,47.635,EUROPE
8597,783177694,C,"Diego Carrillo de Mendoza, 1st Marquis of Gelves",Spain,47.635,EUROPE
8598,783287070,Stub,Manuela Trasobares,Spain,47.635,EUROPE
8599,783605340,C,Jorge Cortell,Spain,47.635,EUROPE
8600,783634233,C,Beatriz de la Cueva,Spain,47.635,EUROPE
8601,783694683,Stub,Bonaventura Carles Aribau,Spain,47.635,EUROPE
8602,783763497,Start,Antonio Cabral de Melo,Spain,47.635,EUROPE
8603,783768110,Start,Miguel de Riglos Bástida,Spain,47.635,EUROPE
8604,783844079,Start,Benito Ruíz de Salazar Vallecilla,Spain,47.635,EUROPE
8605,784012392,Start,Guillermo Ross,Spain,47.635,EUROPE
8606,784035404,Start,Francisco de Merlo,Spain,47.635,EUROPE
8607,784040042,Stub,Ñuño Fernández Lobo,Spain,47.635,EUROPE
8608,784100075,Stub,Jaume Matas,Spain,47.635,EUROPE
8609,784129251,FA,José Díez de la Cortina y Olaeta,Spain,47.635,EUROPE
8610,784218039,Start,Gregorio Ramos Mexía,Spain,47.635,EUROPE
8611,784332282,GA,Esteban Rodríguez Miró,Spain,47.635,EUROPE
8612,784394850,Start,León Ortiz de Rozas,Spain,47.635,EUROPE
8613,784420637,Stub,Graciano Antuña,Spain,47.635,EUROPE
8614,784454344,C,Alonso de Estrada,Spain,47.635,EUROPE
8615,784647481,Start,Gabriel von Salamanca-Ortenburg,Spain,47.635,EUROPE
8616,784692076,C,Jesús Gil,Spain,47.635,EUROPE
8617,784737016,C,Francisco de Garay,Spain,47.635,EUROPE
8618,784775356,Start,Francisco López Osornio,Spain,47.635,EUROPE
8619,784983706,Start,Pedro de Luján,Spain,47.635,EUROPE
8620,785039352,Stub,Alonso de Arce y Soria,Spain,47.635,EUROPE
8621,785169353,Start,Pedro de Roxas y Acevedo,Spain,47.635,EUROPE
8622,785248141,Stub,José Antonio González Caviedes,Spain,47.635,EUROPE
8623,785290686,Start,"Miguel de la Grúa Talamanca, 1st Marquis of Branciforte",Spain,47.635,EUROPE
8624,785357805,Start,Alonso Muñoz de Gadea,Spain,47.635,EUROPE
8625,785549508,Start,Cristóbal Cabral,Spain,47.635,EUROPE
8626,785720920,Start,Luis de Unzaga,Spain,47.635,EUROPE
8627,786124537,Start,Lola Iturbe,Spain,47.635,EUROPE
8628,786124596,B,Antonio Iturmendi Bañales,Spain,47.635,EUROPE
8629,786136774,Start,Carla Antonelli,Spain,47.635,EUROPE
8630,786407489,C,Juan de Amézquita,Spain,47.635,EUROPE
8631,786673755,Start,List of Spanish governors of New Mexico,Spain,47.635,EUROPE
8632,786700717,Stub,Juan Gil Zambrano,Spain,47.635,EUROPE
8633,786734139,Stub,Manuel Portela Valladares,Spain,47.635,EUROPE
8634,786875883,Start,Toribio de Peñalva,Spain,47.635,EUROPE
8635,786878998,C,"Amador Báez de Alpoim, General",Spain,47.635,EUROPE
8636,787144429,Stub,Juan de Garay y Becerra,Spain,47.635,EUROPE
8637,787201039,Start,Josep Lluís i Facerias,Spain,47.635,EUROPE
8638,787224909,Stub,Martín Suárez de Toledo,Spain,47.635,EUROPE
8639,787306014,Start,"Juan de Mendoza, 3rd Marquis of Montesclaros",Spain,47.635,EUROPE
8640,787351378,C,Margarita Nelken,Spain,47.635,EUROPE
8641,787384412,Start,Mercedes Odina,Spain,47.635,EUROPE
8642,787386341,Start,Francisco Novella Azabal Pérez y Sicardo,Spain,47.635,EUROPE
8643,787442193,FA,José María de Oriol y Urquijo,Spain,47.635,EUROPE
8644,787454270,Start,Diego Osorio de Escobar y Llamas,Spain,47.635,EUROPE
8645,787457042,Start,"Rodrigo Pacheco, 3rd Marquis of Cerralvo",Spain,47.635,EUROPE
8646,787460169,Stub,Otilio Alba Polo,Spain,47.635,EUROPE
8647,787504595,Start,Juan Manuel de la Peña Bonifaz,Spain,47.635,EUROPE
8648,787738679,Start,Luis de Requesens y Relat,Spain,47.635,EUROPE
8649,787759274,B,Arturo O'Neill,Spain,47.635,EUROPE
8650,787856785,Stub,Manuel de Amaya,Spain,47.635,EUROPE
8651,787935569,Stub,Edelmira Barreira,Spain,47.635,EUROPE
8652,787974233,Start,"Pedro de Toledo Osorio, 5th Marquis of Villafranca",Spain,47.635,EUROPE
8653,788009313,Start,Ramón López de Osornio,Spain,47.635,EUROPE
8654,788054805,C,Sampiro,Spain,47.635,EUROPE
8655,788082165,Start,Belén de Sárraga,Spain,47.635,EUROPE
8656,788217432,C,Juan Miguel de Esparza,Spain,47.635,EUROPE
8657,788370425,Start,Francisco de Salas Reynoso,Spain,47.635,EUROPE
8658,788459217,C,Luis de Guindos,Spain,47.635,EUROPE
8659,788579310,C,Juan Pacheco,Spain,47.635,EUROPE
8660,788640488,Start,Miguel de la Torre,Spain,47.635,EUROPE
8661,788659590,Stub,Ramiro Núñez de Guzmán,Spain,47.635,EUROPE
8662,788823751,Stub,Josep Pallach i Carolà,Spain,47.635,EUROPE
8663,788834565,C,Corregidor (position),Spain,47.635,EUROPE
8664,788847050,Start,Javier Tusell,Spain,47.635,EUROPE
8665,788849770,C,Txillardegi,Spain,47.635,EUROPE
8666,788872921,FA,Julio de Urquijo e Ibarra,Spain,47.635,EUROPE
8667,788941161,Stub,Alejandro Alonso Núñez,Spain,47.635,EUROPE
8668,788941220,Stub,Ana María Surra,Spain,47.635,EUROPE
8669,788941277,Start,Andrea Fabra Fernández,Spain,47.635,EUROPE
8670,788941289,Stub,Antonio Hernando,Spain,47.635,EUROPE
8671,788941323,Stub,Baudilio Tomé Muguruza,Spain,47.635,EUROPE
8672,788941327,Stub,Belén Hoyo Juliá,Spain,47.635,EUROPE
8673,788942356,Stub,Carlos Floriano Corrales,Spain,47.635,EUROPE
8674,788942624,Stub,Francisco Garrido Peña,Spain,47.635,EUROPE
8675,788942686,Start,Ignacio Uriarte,Spain,47.635,EUROPE
8676,788942700,Stub,Inmaculada Bañuls,Spain,47.635,EUROPE
8677,788942705,Stub,Inmaculada Guaita Vañó,Spain,47.635,EUROPE
8678,788942730,C,Isaura Navarro,Spain,47.635,EUROPE
8679,788942782,Stub,Jesús Alique,Spain,47.635,EUROPE
8680,788942791,Stub,Jesús Membrado Giner,Spain,47.635,EUROPE
8681,788942811,Stub,Joan Calabuig,Spain,47.635,EUROPE
8682,788942908,Stub,Josep Santamaría,Spain,47.635,EUROPE
8683,788942922,Start,José Antonio Alonso,Spain,47.635,EUROPE
8684,788942962,Start,José Luís Ábalos Meco,Spain,47.635,EUROPE
8685,788943059,Stub,Juan Moscoso del Prado,Spain,47.635,EUROPE
8686,788943072,Stub,Lola Sánchez Caldentey,Spain,47.635,EUROPE
8687,788943624,Stub,Marta Torrado de Castro,Spain,47.635,EUROPE
8688,788943627,Stub,María Alegria Continente,Spain,47.635,EUROPE
8689,788943630,Stub,María Angels Ramón-Llin,Spain,47.635,EUROPE
8690,788943644,Start,María José Catalá,Spain,47.635,EUROPE
8691,788944264,Stub,Pablo Echenique Robba,Spain,47.635,EUROPE
8692,788944417,Stub,Ricardo Torres Balaguer,Spain,47.635,EUROPE
8693,788944473,Start,Santiago Cervera Soto,Spain,47.635,EUROPE
8694,788944554,Stub,Teresa García Sena,Spain,47.635,EUROPE
8695,788944567,Start,Teresa Jiménez-Becerril,Spain,47.635,EUROPE
8696,788944616,Start,Uxue Barkos,Spain,47.635,EUROPE
8697,788944620,Stub,Vicente Ferrer Roselló,Spain,47.635,EUROPE
8698,788944630,Stub,Vicente Guillén Izquierdo,Spain,47.635,EUROPE
8699,788944639,Stub,Vicente Ten,Spain,47.635,EUROPE
8700,788944692,Start,Ángel Pérez Martínez,Spain,47.635,EUROPE
8701,788944970,Stub,Antonio Trevín,Spain,47.635,EUROPE
8702,788945647,Start,Bibiana Aído,Spain,47.635,EUROPE
8703,788946443,Start,Adela Pla Pastor,Spain,47.635,EUROPE
8704,788946470,Stub,Alejandro Ballestero,Spain,47.635,EUROPE
8705,788946585,Stub,Alejandro Muñoz-Alonso,Spain,47.635,EUROPE
8706,788946606,Start,Alfonso Guerra,Spain,47.635,EUROPE
8707,788946613,Stub,Alfredo Arola Blanquet,Spain,47.635,EUROPE
8708,788946632,Stub,Amador Álvarez,Spain,47.635,EUROPE
8709,788946637,Start,Ana María Yabar Sterling,Spain,47.635,EUROPE
8710,788946669,Stub,Antonio Cuevas,Spain,47.635,EUROPE
8711,788946673,Stub,Antonio Landeta y Álvarez-Valdés,Spain,47.635,EUROPE
8712,788946717,Stub,Carlos Manglano de Mas,Spain,47.635,EUROPE
8713,788946774,Start,Cristina Almeida,Spain,47.635,EUROPE
8714,788946842,Stub,Enric Morera i Català,Spain,47.635,EUROPE
8715,788946857,Start,Enrique Múgica Herzog,Spain,47.635,EUROPE
8716,788946862,Stub,Enrique Sapena Granell,Spain,47.635,EUROPE
8717,788946888,Start,Ernest Lluch,Spain,47.635,EUROPE
8718,788946895,Stub,Eva Amador Guillén,Spain,47.635,EUROPE
8719,788946914,Start,Felipe Alcaraz,Spain,47.635,EUROPE
8720,788946973,Stub,Francesc Ricomá de Castellarnau,Spain,47.635,EUROPE
8721,788946980,Stub,Francisco Aguirre de la Hoz,Spain,47.635,EUROPE
8722,788947015,Start,Francisco Soler Valero,Spain,47.635,EUROPE
8723,788947033,Stub,Félix Pons,Spain,47.635,EUROPE
8724,788947048,Stub,Gerardo Camps,Spain,47.635,EUROPE
8725,788947061,Stub,Gonzalo Payo Subiza,Spain,47.635,EUROPE
8726,788947067,Start,Guillermo Martínez Casañ,Spain,47.635,EUROPE
8727,788947073,Stub,Ignacio Gil,Spain,47.635,EUROPE
8728,788947088,Stub,Inmaculada Martínez Cervera,Spain,47.635,EUROPE
8729,788947107,Start,Jaime Mayor Oreja,Spain,47.635,EUROPE
8730,788947116,Stub,Jaume Castells Ferrer,Spain,47.635,EUROPE
8731,788947130,Stub,Javier Gómez Darmendrail,Spain,47.635,EUROPE
8732,788947131,Start,Javier Paniagua Fuentes,Spain,47.635,EUROPE
8733,788947179,Stub,Jesús Aizpún Tuero,Spain,47.635,EUROPE
8734,788947192,Stub,Joan Ignasi Pla Durá,Spain,47.635,EUROPE
8735,788947205,Stub,Joan Rigol,Spain,47.635,EUROPE
8736,788947214,Start,Joan Romero González,Spain,47.635,EUROPE
8737,788947226,Start,Joaquín Abril Martorell,Spain,47.635,EUROPE
8738,788947264,Start,Jordi Solé Tura,Spain,47.635,EUROPE
8739,788947278,Stub,Joseba Azkarraga,Spain,47.635,EUROPE
8740,788947309,Stub,Josep Sánchez i Llibre,Spain,47.635,EUROPE
8741,788947316,Stub,Josu Ortuondo Larrea,Spain,47.635,EUROPE
8742,788947327,Stub,José Antonio Aguiriano,Spain,47.635,EUROPE
8743,788947353,Stub,José Ignacio Landaluce,Spain,47.635,EUROPE
8744,788947460,Stub,José María Mendiluce,Spain,47.635,EUROPE
8745,788947467,Stub,José María Michavila,Spain,47.635,EUROPE
8746,788947473,Stub,José María Mohedano Fuertes,Spain,47.635,EUROPE
8747,788947476,Start,José María Ruiz-Mateos,Spain,47.635,EUROPE
8748,788947482,Stub,José Pascual Monzo,Spain,47.635,EUROPE
8749,788947490,Start,José Pin Arboledas,Spain,47.635,EUROPE
8750,788947535,Stub,Juan Lloret Llorens,Spain,47.635,EUROPE
8751,788947540,Stub,Juan Manuel Albendea Pabón,Spain,47.635,EUROPE
8752,788947568,Stub,Juan Pastor Marco,Spain,47.635,EUROPE
8753,788947575,Stub,Julio Aguilar Azañón,Spain,47.635,EUROPE
8754,788947591,Start,Koldo Gorostiaga Atxalandabaso,Spain,47.635,EUROPE
8755,788947625,Stub,Luis González Seara,Spain,47.635,EUROPE
8756,788947669,Stub,Macià Alavedra,Spain,47.635,EUROPE
8757,788947673,Stub,Manuel Bermejo Hernández,Spain,47.635,EUROPE
8758,788947723,Stub,Manuel Ángel Aguilar Belda,Spain,47.635,EUROPE
8759,788947729,Start,"Marcelino Oreja, 1st Marquis of Oreja",Spain,47.635,EUROPE
8760,788947757,Stub,Mario Amilivia,Spain,47.635,EUROPE
8761,788947775,Stub,María Martorell,Spain,47.635,EUROPE
8762,788947778,Stub,María Oltra,Spain,47.635,EUROPE
8763,788947800,Stub,Micaela Navarro,Spain,47.635,EUROPE
8764,788947824,Start,Miguel Ángel Cortés Martín,Spain,47.635,EUROPE
8765,788947858,Stub,Pedro María Azpiazu,Spain,47.635,EUROPE
8766,788947868,Stub,Pilar Brabo,Spain,47.635,EUROPE
8767,788947874,Stub,Presentación Urán González,Spain,47.635,EUROPE
8768,788947885,Stub,Rafael Arias-Salgado,Spain,47.635,EUROPE
8769,788947901,Stub,Ramón Aguirre Rodríguez,Spain,47.635,EUROPE
8770,788947909,Stub,Ramón Moreno Bustos,Spain,47.635,EUROPE
8771,788947912,Stub,Ricard Pérez Casado,Spain,47.635,EUROPE
8772,788947982,Stub,Salvador López Sanz,Spain,47.635,EUROPE
8773,788948003,Stub,Susana Camarero,Spain,47.635,EUROPE
8774,788948026,Stub,Vicente Albero,Spain,47.635,EUROPE
8775,788948041,Stub,Vicente Martínez-Pujalte,Spain,47.635,EUROPE
8776,788948905,Stub,Francisco Gaviña Ribelles,Spain,47.635,EUROPE
8777,788948917,Stub,José Luis Adsuar Ferrando,Spain,47.635,EUROPE
8778,788948924,Stub,Luis García Forcada,Spain,47.635,EUROPE
8779,788948928,Stub,Manuel Gallent Nicola,Spain,47.635,EUROPE
8780,788949320,Stub,Maria Antonia Armengol,Spain,47.635,EUROPE
8781,788972202,Start,Gaspar de Espinosa,Spain,47.635,EUROPE
8782,789048940,Start,"Juan de Tassis, 1st Count of Villamediana",Spain,47.635,EUROPE
8783,789063638,Start,Francisco Pérez de Burgos,Spain,47.635,EUROPE
8784,789271260,Stub,"Antonio Thomas, conquistador",Spain,47.635,EUROPE
8785,789275099,Stub,Jon Castañares,Spain,47.635,EUROPE
8786,789275105,Stub,José de Castro y Orozco,Spain,47.635,EUROPE
8787,789275198,FA,Tirso de Olazábal y Lardizábal,Spain,47.635,EUROPE
8788,789275210,Stub,Óscar López Águeda,Spain,47.635,EUROPE
8789,789275288,Start,Pedro Zerolo,Spain,47.635,EUROPE
8790,789275446,Stub,José María Gamazo,Spain,47.635,EUROPE
8791,789338194,Stub,Eugenio Arbones,Spain,47.635,EUROPE
8792,789412199,Stub,Francesc de Castellví i de Vic,Spain,47.635,EUROPE
8793,789494149,Start,Antumi Toasijé,Spain,47.635,EUROPE
8794,789576158,Start,Mariano Olier,Spain,47.635,EUROPE
8795,789606660,Start,"Antonio González de Aguilar, 8th Marquis of la Vega de Armijo",Spain,47.635,EUROPE
8796,789649776,Start,Bárbara Dührkop Dührkop,Spain,47.635,EUROPE
8797,789650697,Start,Elena Valenciano,Spain,47.635,EUROPE
8798,789651052,Stub,Francisca Pleguezuelos,Spain,47.635,EUROPE
8799,789651456,Start,Inmaculada Rodríguez-Piñero,Spain,47.635,EUROPE
8800,789651466,Start,Iratxe García,Spain,47.635,EUROPE
8801,789652457,Start,Margarita Pin,Spain,47.635,EUROPE
8802,789652874,Stub,María Isabel Salinas,Spain,47.635,EUROPE
8803,789652879,Stub,María Sornosa Martinez,Spain,47.635,EUROPE
8804,789653793,Stub,Rosa Miguélez,Spain,47.635,EUROPE
8805,789653798,Stub,Rosa Peris Cervera,Spain,47.635,EUROPE
8806,789654062,Start,Soledad Cabezón Ruiz,Spain,47.635,EUROPE
8807,789654300,Stub,Teresa Riera,Spain,47.635,EUROPE
8808,789654635,Stub,Yolanda Casaus Rodríguez,Spain,47.635,EUROPE
8809,789803176,Start,Julián Muñoz,Spain,47.635,EUROPE
8810,789819096,Start,Irene Rigau,Spain,47.635,EUROPE
8811,789819289,Stub,Mònica Oltra,Spain,47.635,EUROPE
8812,789955813,Stub,Pilar Barreiro,Spain,47.635,EUROPE
8813,789956224,Stub,María San Gil,Spain,47.635,EUROPE
8814,789956870,C,Montserrat Tura,Spain,47.635,EUROPE
8815,789958139,Stub,María del Carmen Crespo Díaz,Spain,47.635,EUROPE
8816,789958619,Stub,Beatriz Corredor,Spain,47.635,EUROPE
8817,789959987,Stub,Maravillas Rojo,Spain,47.635,EUROPE
8818,789960523,Stub,Inmaculada Cruz,Spain,47.635,EUROPE
8819,789960589,Stub,Lentxu Rubial,Spain,47.635,EUROPE
8820,789960896,Stub,Bakartxo Tejeria,Spain,47.635,EUROPE
8821,789961356,Start,Isabel Carrasco,Spain,47.635,EUROPE
8822,789961609,Stub,Amalia Miranzo,Spain,47.635,EUROPE
8823,789961853,Start,Begoña Errazti,Spain,47.635,EUROPE
8824,789962080,Stub,Isabel Celaá,Spain,47.635,EUROPE
8825,789962721,Stub,Katy Gutiérrez Muñoz,Spain,47.635,EUROPE
8826,790020684,Stub,Pedro Morales y Mercado,Spain,47.635,EUROPE
8827,790024986,Start,Francisco de Manzanares y Dardos,Spain,47.635,EUROPE
8828,790028259,Start,Narcís Vinyoles,Spain,47.635,EUROPE
8829,790094926,Start,Arantza Quiroga Cía,Spain,47.635,EUROPE
8830,790126729,Stub,José Antonio Ardanza,Spain,47.635,EUROPE
8831,790129343,Start,Patxi López,Spain,47.635,EUROPE
8832,790144650,Start,Iñigo Lamarca,Spain,47.635,EUROPE
8833,790148316,Stub,Fátima Aburto Baselga,Spain,47.635,EUROPE
8834,790148560,Start,Juan Pascual Azorín Soriano,Spain,47.635,EUROPE
8835,790188036,C,Gemma Lienas,Spain,47.635,EUROPE
8836,790224203,Start,"José María de Areilza, Count of Motrico",Spain,47.635,EUROPE
8837,790300688,Stub,Julio Ruiz de Alda Miqueleiz,Spain,47.635,EUROPE
8838,790317915,C,Captaincy General of Puerto Rico,Spain,47.635,EUROPE
8839,790474054,Start,Luis Minguela,Spain,47.635,EUROPE
8840,790494761,Start,José de Bustamante y Guerra,Spain,47.635,EUROPE
8841,790705028,C,"Tomás de la Cerda, 3rd Marquis of la Laguna",Spain,47.635,EUROPE
8842,790788947,C,Miguel Gerónimo de Esparza,Spain,47.635,EUROPE
8843,790874171,Start,List of Viceroys of Peru,Spain,47.635,EUROPE
8844,790923471,Stub,Gonzalo Casco,Spain,47.635,EUROPE
8845,790927176,Stub,Melchor Casco de Mendoza,Spain,47.635,EUROPE
8846,791146404,Stub,Ángel Carrasco Nolasco,Spain,47.635,EUROPE
8847,791149377,Start,Luisa Fernanda Rudi Ubeda,Spain,47.635,EUROPE
8848,791234709,C,José Antonio Lacayo de Briones y Palacios,Spain,47.635,EUROPE
8849,791395090,Stub,Ignacio Fernández de Agüero,Spain,47.635,EUROPE
8850,791398122,Stub,Juan de Fustes,Spain,47.635,EUROPE
8851,791403471,Stub,Francisco García Romero,Spain,47.635,EUROPE
8852,791405801,Stub,Joseph Zenzano,Spain,47.635,EUROPE
8853,791409369,Start,Isabel Oyarzábal Smith,Spain,47.635,EUROPE
8854,791536534,Start,Antón Higueras de Santana,Spain,47.635,EUROPE
8855,791553760,Start,Antón García Caro,Spain,47.635,EUROPE
8856,791558225,C,Doris Benegas,Spain,47.635,EUROPE
8857,791586217,FA,Ignacio Hernando de Larramendi y Montiano,Spain,47.635,EUROPE
8858,791635336,C,Rodrigo Rato,Spain,47.635,EUROPE
8859,791672678,Start,Blas Infante,Spain,47.635,EUROPE
8860,791673042,Stub,Blas de Peralta,Spain,47.635,EUROPE
8861,791954042,Start,Ignacio Astarloa,Spain,47.635,EUROPE
8862,792157300,Start,Soledad Becerril,Spain,47.635,EUROPE
8863,792157557,Start,Carmen Alborch,Spain,47.635,EUROPE
8864,792157641,Start,Cristina Alberdi,Spain,47.635,EUROPE
8865,792157789,Start,Loyola de Palacio,Spain,47.635,EUROPE
8866,792157828,Stub,Isabel Tocino,Spain,47.635,EUROPE
8867,792158141,Start,Julia García-Valdecasas,Spain,47.635,EUROPE
8868,792158401,Stub,Elena Espinosa,Spain,47.635,EUROPE
8869,792158507,Stub,María Antonia Trujillo,Spain,47.635,EUROPE
