,page,country,rev_id,quality,population,region
12855,Agathe Fontain,Greenlandic,757539811,Stub,,
12857,Ana Pessoa Pinto,East Timorese,757539934,Stub,,
12859,Ane Hansen (politician),Greenlandic,757539958,Stub,,
12872,Cassey Eggelton,Cook Island,757540405,Stub,,
12875,Constance Simelane,Swaziland,757540600,C,,
12905,Elizabeth Azcona Bocock,Hondura,757561950,Start,,
12914,Fiame Naomi Mata'afa,Samoan,757562316,Start,,
12991,Menissa Rambally,Saint Lucian,757615710,Start,,
13008,Safuneitu'uga Pa'aga Neri,Samoan,757616961,Stub,,
13010,Sandra Midence,Hondura,757617005,Stub,,
13024,Violeta Menjívar,Salvadoran,757618572,Start,,
13262,Daniel Mukoko Samba,"Congo, Dem. Rep. of",757821887,Stub,,
13263,Henry Latham Currey,Cape Colony,757832561,Start,,
13282,Premier of Nevis,Saint Kitts and Nevis,757950077,Stub,,
13294,Santiago González (politician),Salvadoran,757977772,Stub,,
13330,Rosa Amelia Guzmán,Salvadoran,758287489,Start,,
13332,Gloria Salguero Gross,Salvadoran,758288293,C,,
13428,Mikuláš of Hus,Czech Republic,758942647,Stub,,
13430,Gatoloaifaana Amataga Alesana-Gidlow,Samoan,758953501,Stub,,
13504,Template:Heads of government of Ivory Coast,Ivorian,759382177,Stub,,
13520,Gertruda Sekaninová-Čakrtová,Czech Republic,759446334,GA,,
13696,Yu In-chon,South Korean,760062536,Start,,
13762,Seydou Diarra,Ivorian,760303900,Start,,
13763,Gilbert Aké,Ivorian,760304267,Stub,,
13779,Jeannot Ahoussou-Kouadio,Ivorian,760393381,Start,,
13785,Damian Greaves,Saint Lucian,760443772,Stub,,
13790,Aleksandr Shavlokhov,South Ossetian,760473086,Stub,,
13791,Merab Chigoev,South Ossetian,760473130,Stub,,
13792,Gerasim Khugayev,South Ossetian,760473192,Start,,
13793,Igor Sanakoyev,South Ossetian,760473237,Stub,,
13794,Zurab Kokoyev,South Ossetian,760473273,Stub,,
13817,Rosa Bonaparte,East Timorese,760534473,Stub,,
13831,Rawya Saud Al Busaidi,Omani,760558966,Stub,,
13948,Template:Somaliland ministries,Somaliland,761331138,Stub,,
14052,Adrian Davis (governor),Montserratian,762009545,Stub,,
14079,Abdylaqim Ademi,Macedonia,762110004,Stub,,
14153,Tuala Ainiu Iusitino,Samoan,762572848,Stub,,
14162,Antonio Bells,Palauan,762610456,Stub,,
14202,Alibek Delimkhanov,Chechen,762868684,Stub,,
14207,Sydney Gun-Munro,Saint Vincent and the Grenadines,762906552,Stub,,
14208,Bailiff of Guernsey,Guernsey,762910285,GA,,
14223,Template:IvoryCoastVPs,Ivorian,763005600,Stub,,
14238,Dobri Veličkovski,Macedonia,763061803,Stub,,
14309,Dolly Makambo Nawezi,"Congo, Dem. Rep. of",763323939,Stub,,
14348,Francis Chaplin,Rhodesian,763530115,Stub,,
14352,Roger Hawkins (politician),Rhodesian,763533706,Start,,
14356,George Mitchell (Rhodesia),Rhodesian,763540238,Stub,,
14406,Asii Chemnitz Narup,Greenlandic,763742018,Stub,,
14414,Robert Rex,Niuean,763768679,Start,,
14415,Norman George,Cook Island,763769083,Start,,
14416,John Tangi,Cook Island,763769086,Stub,,
14417,Vai Peua,Cook Island,763769088,Stub,,
14418,Teariki Heather,Cook Island,763769233,Start,,
14420,George Angene,Cook Island,763769688,Stub,,
14421,Albert (Peto) Nicholas,Cook Island,763770488,Stub,,
14423,Tupou Faireka,Cook Island,763774025,Stub,,
14424,Mark Brown (Cook Islands),Cook Island,763774066,Stub,,
14425,Nandi Glassie,Cook Island,763774069,Stub,,
14426,Apii Piho,Cook Island,763775030,Stub,,
14427,Winton Pickering,Cook Island,763775034,Stub,,
14428,Albert Nicholas (Cook Islands),Cook Island,763775035,Stub,,
14429,Vincent Ingram,Cook Island,763775867,Start,,
14430,Terepai Maoate Jnr,Cook Island,763775893,Stub,,
14431,Toanui Isamaela,Cook Island,763776103,Stub,,
14432,Tangata Vavia,Cook Island,763776191,Start,,
14433,Taunga Toka,Cook Island,763776193,Stub,,
14434,Teremoana Tapi Taio,Cook Island,763776229,Stub,,
14435,Tepure Tapaitau,Cook Island,763776231,Start,,
14436,Mapu Taia,Cook Island,763776235,Stub,,
14437,Pupuke Robati,Cook Island,763776270,Start,,
14438,Wilkie Rasmussen,Cook Island,763776271,Start,,
14440,Tai Tura,Cook Island,763776737,Stub,,
14441,Tekii Lazaro,Cook Island,763776768,Stub,,
14442,Kura Strickland,Cook Island,763776806,Stub,,
14443,Mii Parima,Cook Island,763776808,Stub,,
14444,Joe Williams (Cook Islands politician),Cook Island,763776856,Start,,
14445,Kiriau Turepu,Cook Island,763776860,Stub,,
14462,John Landau,Rhodesian,763870152,Stub,,
14482,Germain Kambinga,"Congo, Dem. Rep. of",763943185,Stub,,
14483,Byron Hove,Rhodesian,763951988,Start,,
14550,Haruo Remeliik,Palauan,764341685,Stub,,
14551,Henri Konan Bédié,Ivorian,764345360,B,,
14564,Stanko Mladenovski,Macedonia,764411930,Stub,,
14587,Richard Fell,Pitcairn Islands,764601118,Start,,
14595,Juan Alberto Melgar Castro,Hondura,764646645,Stub,,
14621,Richard Ndambu Wolang,"Congo, Dem. Rep. of",764771546,Stub,,
14622,Simon Mbatshi Batshia,"Congo, Dem. Rep. of",764771615,C,,
14623,José Makila Sumanda,"Congo, Dem. Rep. of",764771652,Stub,,
14624,Trésor Kapuku Ngoy,"Congo, Dem. Rep. of",764771697,Stub,,
14625,Charles Mwando Simba,"Congo, Dem. Rep. of",764791046,Stub,,
14702,Roman Tmetuchl,Palauan,765032190,GA,,
14714,Vice President of Palau,Palauan,765102210,Stub,,
14795,Henry Juta,Cape Colony,765333482,Stub,,
14832,David Joaquín Guzmán,Salvadoran,765528693,Start,,
14835,Siljan Avramovski,Macedonia,765551331,Start,,
14838,Jules Fontaine Sambwa,"Congo, Dem. Rep. of",765570258,Start,,
14840,Fernanda Borges,East Timorese,765600414,Stub,,
14844,Beibulat Taimiev,Chechen,765616552,Start,,
14869,Mabi Mulumba,"Congo, Dem. Rep. of",765799138,Stub,,
14870,N'Singa Udjuu,"Congo, Dem. Rep. of",765799213,Stub,,
14877,Sultani Makenga,"Congo, Dem. Rep. of",765834828,Stub,,
14878,Petr Mlsna,Czech Republic,765838180,Stub,,
14885,Josué Alex Mukendi,"Congo, Dem. Rep. of",765871730,Stub,,
14899,Raymond Tshibanda,"Congo, Dem. Rep. of",765923988,Start,,
14900,Banza Mukalay,"Congo, Dem. Rep. of",765924619,Start,,
14903,Évariste Boshab,"Congo, Dem. Rep. of",765925554,Stub,,
14915,Jóannes Eidesgaard,Faroese,765947137,Start,,
14916,Jógvan á Lakjuni,Faroese,765947416,Start,,
14957,Atapana Siakimotu,Niuean,766068997,Stub,,
14958,Ahohiva Levi,Niuean,766068998,Stub,,
14959,Bill Vakaafi Motufoou,Niuean,766069253,Stub,,
14960,Pokotoa Sipeli,Niuean,766069256,Stub,,
14961,Terry Coe,Niuean,766069372,Stub,,
14962,Togiavalu Pihigia,Niuean,766069407,Stub,,
14963,Hima Douglas,Niuean,766069520,Stub,,
14964,Dalton Tagelagi,Niuean,766069576,Stub,,
14980,Lyudvig Chibirov,South Ossetian,766130279,Stub,,
15056,Vernon Tomes,Jersey,766480006,Start,,
15073,Affoussiata Bamba-Lamine,Ivorian,766524815,Start,,
15092,Marie-Ange Mushobekwa,"Congo, Dem. Rep. of",766647953,Stub,,
15109,Francisco Gómez (El Salvador President),Salvadoran,766757526,Start,,
15123,Inatio Akaruru,Cook Island,766806728,Start,,
15130,Hilary Squires,Rhodesian,766847256,Stub,,
15161,Terepai Maoate,Cook Island,767048874,Start,,
15162,Deputy Prime Minister of the Cook Islands,Cook Island,767048881,Start,,
15190,"Azzan bin Qais, Sultan of Muscat and Oman",Omani,767183600,Stub,,
15194,Surangel Whipps Jr.,Palauan,767195006,Stub,,
15224,Lambert Amon Tanoh,Ivorian,767265950,Stub,,
15242,Paul Alan Cox,Samoan,767363297,C,,
15367,Simeon Jacobs,Cape Colony,767856232,C,,
15381,Taimur bin Feisal,Omani,767885927,Start,,
15400,Atatoa Herman,Cook Island,767994335,Stub,,
15444,Antonín Cyril Stojan,Czech Republic,768047769,C,,
15491,Jean Andeka,"Congo, Dem. Rep. of",768228272,Stub,,
15509,Jean-Louis Billon,Ivorian,768302622,Start,,
15584,Ambrose Sherwill,Guernsey,768625520,C,,
15593,Aimé Ngoy Mukena,"Congo, Dem. Rep. of",768670214,C,,
15594,František Kubka,Czech Republic,768676716,Stub,,
15595,David G. P. Taylor,Montserratian,768679602,Start,,
15812,Ivan Tavčar,Carniolan,769425247,C,,
15861,Francisco Dueñas,Salvadoran,769575358,Stub,,
15864,Robert Beugré Mambé,Ivorian,769591168,Stub,,
15957,Michael Jackson (journalist),Niuean,770018880,Start,,
15977,Sarita Francis,Montserratian,770131970,Start,,
16069,Template:Heads of state of El Salvador,Salvadoran,770552436,Stub,,
16085,Kim Wan-ju,South Korean,770622878,Stub,,
16086,Park Yong-jin,South Korean,770623036,Start,,
16093,Rafael Zaldívar,Salvadoran,770682721,Start,,
16104,Abdourahmane Cissé,Ivorian,770710515,C,,
16111,Lee Jong-kul,South Korean,770757174,Stub,,
16113,Aleqa Hammond,Greenlandic,770757601,Start,,
16116,Kim Hyun-jong,South Korean,770760118,Stub,,
16126,Richard Frederick,Saint Lucian,770812205,Start,,
16127,Oliver Plunkett (judge),Saint Lucian,770813700,Stub,,
16128,Gale Rigobert,Saint Lucian,770814043,Stub,,
16133,Frederick Ballantyne,Saint Vincent and the Grenadines,770827509,C,,
16134,Terrance Ollivierre,Saint Vincent and the Grenadines,770829069,Start,,
16231,Duncan MacIntyre (New Zealand politician),Tokelauan,770994352,C,,
16250,Milton Cato,Saint Vincent and the Grenadines,771015590,Start,,
16263,William Schreiner,Cape Colony,771024710,Start,,
16316,Enetama Lipitoa,Niuean,771152922,Stub,,
16365,Tuala Falenaoti Tiresa Malietoa,Samoan,771267864,Stub,,
16376,David Brandt (politician),Montserratian,771351774,Stub,,
16377,Bertrand Osborne,Montserratian,771351955,Stub,,
16378,Percival Austin Bramble,Montserratian,771352057,Stub,,
16422,Russell Marshall,Tokelauan,771460602,C,,
16456,Toi Aukuso Cain,Samoan,771651038,Stub,,
16465,Goran Mitevski,Macedonia,771736771,Stub,,
16560,Aimé Boji,"Congo, Dem. Rep. of",772045942,Stub,,
16600,Isa Gendergenoevsky,Chechen,772274868,Stub,,
16606,Léonard Mulamba,"Congo, Dem. Rep. of",772317052,Start,,
16633,"Kruger House, Pretoria",South African Republic,772410051,Stub,,
16720,Noel K Tshiani Muadiamvita,"Congo, Dem. Rep. of",772818039,C,,
16731,Nicolau dos Reis Lobato,East Timorese,772890380,Stub,,
16856,Philip Bailhache,Jersey,773230341,C,,
16868,Heraldine Rock,Saint Lucian,773251387,Start,,
16882,Jean Poingdestre,Jersey,773316732,Start,,
16909,Alfonso Oiterong,Palauan,773405868,Stub,,
16931,Vilma Cecilia Morales,Hondura,773563309,Stub,,
16999,Josef Pfitzner,Czech Republic,773853256,Start,,
17011,Anfinn Kallsberg,Faroese,773895078,Start,,
17126,Kasongo Ilunga,"Congo, Dem. Rep. of",774263410,Start,,
17168,Shin Ki-ha,South Korean,774367693,Stub,,
17253,Head of the Republic of North Ossetia-Alania,Ossetian,774555176,Stub,,
17256,Peter Hanning,Jersey,774568909,Start,,
17266,Vladimír Franz,Czech Republic,774595725,C,,
17297,Pierre Lumbi Okongo,"Congo, Dem. Rep. of",774679596,Start,,
17317,Vice-President of Ivory Coast,Ivorian,774756970,Start,,
17320,Stevčo Jakimovski,Macedonia,774773036,Stub,,
17322,Mile Janakieski,Macedonia,774773200,Stub,,
17325,Vance Amory,Saint Kitts and Nevis,774778329,C,,
17336,Cecil Dennistoun Burney,Rhodesian,774837666,Stub,,
17343,Óscar Ortiz (El Salvador),Salvadoran,774857245,Stub,,
17350,"Turki bin Said, Sultan of Muscat and Oman",Omani,774877670,Stub,,
17423,Lee Chunhee,South Korean,775234175,Stub,,
17424,Peter Josie,Saint Lucian,775241473,Start,,
17463,Ahn Dae-hee,South Korean,775458263,Stub,,
17464,Ahn Gyu-baek,South Korean,775458608,Start,,
17465,Park Hong-keun,South Korean,775458639,Start,,
17471,George Strahan,Cape Colony,775481498,Start,,
17590,Sani Lakatani,Niuean,775947817,Stub,,
17655,Jan Stocklassa,Czech Republic,776095794,Stub,,
17681,Jaroslav Krejčí,Czech Republic,776197284,Start,,
17707,Boekenhoutfontein,South African Republic,776299184,Start,,
17721,Libuše Benešová,Czech Republic,776338134,Stub,,
17722,Daniela Filipiová,Czech Republic,776338195,Start,,
17728,Jean Konan Banny,Ivorian,776348888,Start,,
17738,Jeannette Kavira Mapera,"Congo, Dem. Rep. of",776372644,Stub,,
17739,Jeannine Compton-Antoine,Saint Lucian,776374386,Stub,,
17765,Moses Porges von Portheim,Czech Republic,776487173,Start,,
17773,Jan Kasl,Czech Republic,776508129,Start,,
17774,Jiří Kittner,Czech Republic,776509425,Stub,,
17777,Miloslav Vlček,Czech Republic,776513404,Stub,,
17778,Ivo Svoboda (politician),Czech Republic,776513552,Start,,
17779,Hana Orgoníková,Czech Republic,776513802,Stub,,
17780,Pavel Dostál,Czech Republic,776514175,Start,,
17827,John Bardwell Ebden,Cape Colony,776725178,Start,,
17835,Jiří Lobkowicz,Czech Republic,776751749,Stub,,
17950,Ahn Sang-yeong,South Korean,777008205,Stub,,
17973,Jang Deok-jin,South Korean,777070214,Stub,,
18026,Johnson Toribiong,Palauan,777304756,Start,,
18032,Carlos Zúñiga Figueroa,Hondura,777334919,Start,,
18134,Josip Jurčič,Carniolan,777587526,Stub,,
18136,Josip Vošnjak,Carniolan,777588436,Start,,
18139,José Adolfo Alvarado Lara,Hondura,777592070,Stub,,
18147,José Damián Villacorta,Salvadoran,777601256,Start,,
18149,José Escolástico Marín,Salvadoran,777602660,Stub,,
18163,José María Cornejo,Salvadoran,777612972,Start,,
18164,José María Peralta Lagos,Salvadoran,777613551,Stub,,
18165,José María San Martín,Salvadoran,777613737,Start,,
18166,José María Silva,Salvadoran,777613786,Start,,
18206,Juan Carlos Zuniga,Hondura,777669643,Stub,,
18215,Juan Manuel Rodríguez,Salvadoran,777685186,Start,,
18223,Juan Vicente Villacorta Díaz,Salvadoran,777698313,Start,,
18264,Julio Lozano Díaz,Hondura,777796210,Stub,,
18289,Bohuslav Kokotek,Czech Republic,777876483,Stub,,
18335,Alena Hanáková,Czech Republic,778095433,Stub,,
18430,Katrine Larsen Lenner,Greenlandic,778461046,Stub,,
18432,Edmund Wickham Lawrence (Governor-General),Saint Kitts and Nevis,778464259,Start,,
18477,Juan José Daboub,Salvadoran,778564487,C,,
18512,Kerai Mariur,Palauan,778679721,Stub,,
18523,Kete Ioane,Cook Island,778717694,Start,,
18529,Tom Davis (Cook Islands politician),Cook Island,778763952,C,,
18548,Niki Rattle,Cook Island,778789714,Stub,,
18594,Kim Jae-soon,South Korean,778915319,Stub,,
18596,Kim Jin-sun,South Korean,778916810,Stub,,
18649,Jan Hendrik Hofmeyr (Onze Jan),Cape Colony,779046359,C,,
18651,Ilija Dimovski,Macedonia,779048199,Stub,,
18654,William Alfred Young,Pitcairn Islands,779056744,Stub,,
18770,O'Love Jacobsen,Niuean,779369629,C,,
18771,Sisilia Talagi,Niuean,779369671,Stub,,
18772,Salilo Tongia,Niuean,779369724,Stub,,
18773,Va'aiga Tukuitonga,Niuean,779369750,Stub,,
18796,Ada Mae Edwards,Saint Kitts and Nevis,779378782,Start,,
18797,Constance V. Mitcham,Saint Kitts and Nevis,779379168,Start,,
18834,Irena Kočí,Czech Republic,779417455,Stub,,
18835,Martin Netolický,Czech Republic,779417738,Stub,,
18836,David Rath,Czech Republic,779418369,Start,,
18972,Eva Nováková,Czech Republic,779498276,Stub,,
18973,Vojtěch Adam,Czech Republic,779500408,Stub,,
18974,Vlastimil Balín,Czech Republic,779500749,Stub,,
18975,Jiří Dolejš,Czech Republic,779500957,Stub,,
18976,Zuzka Bebarová-Rujbrová,Czech Republic,779501010,Stub,,
18977,Marie Stiborová,Czech Republic,779501096,Start,,
18978,Jiří Svoboda (politician),Czech Republic,779501161,Stub,,
18979,Miloslava Vostrá,Czech Republic,779501194,Stub,,
18980,Jiří Čeřovský,Czech Republic,779501654,Stub,,
18981,Jan Korger,Czech Republic,779501783,Stub,,
19017,Kim Il-ung,South Korean,779544705,Stub,,
19018,Koo Kyo-hyun,South Korean,779544873,Stub,,
19022,Juan Carlos Valenzuela (politician),Hondura,779557210,Stub,,
19041,Adalgisa Ximenes,East Timorese,779579546,Stub,,
19048,Kateřina Jacques,Czech Republic,779581127,C,,
19097,Jacqueline Oble,Ivorian,779741800,C,,
19146,Tomáš Chalupa,Czech Republic,779839245,Stub,,
19147,Pavel Blažek,Czech Republic,779839319,Stub,,
19148,Aleš Řebíček,Czech Republic,779839400,Stub,,
19149,Ivan Langer,Czech Republic,779839455,Start,,
19150,Jan Stráský,Czech Republic,779839492,Start,,
19155,Jan Chvojka,Czech Republic,779842639,Stub,,
19159,Marie Benešová,Czech Republic,779847262,Stub,,
19160,Juraj Chmiel,Czech Republic,779847492,Stub,,
19161,Daniela Kovářová,Czech Republic,779847531,Stub,,
19162,Rostislav Vondruška,Czech Republic,779847687,Stub,,
19163,Martin Štěpánek (actor),Czech Republic,779847799,Start,,
19164,Helena Třeštíková,Czech Republic,779847837,Stub,,
19165,Milena Vicenová,Czech Republic,779847883,Stub,,
19166,Jaroslav Bašta,Czech Republic,779848743,Stub,,
19167,Josef Lux,Czech Republic,779849059,Stub,,
19168,Miroslav Macek,Czech Republic,779849258,Stub,,
19169,Ladislav Miko,Czech Republic,779849694,Stub,,
19170,Džamila Stehlíková,Czech Republic,779849767,Stub,,
19181,José Arturo Vásquez Machado,Salvadoran,779894617,Stub,,
19193,Andrés del Valle,Salvadoran,779931580,Start,,
19241,Vice-Presidents of the Democratic Republic of the Congo,"Congo, Dem. Rep. of",780035740,Stub,,
19246,Jozef Moravčík,Czech Republic,780051829,Stub,,
19280,Ji Sang-wook,South Korean,780227423,Start,,
19287,Lenard Montoute,Saint Lucian,780250934,Start,,
19290,Mark Partridge,Rhodesian,780260926,Stub,,
19299,Janez Bleiweis,Carniolan,780281974,Start,,
19314,Milan Uhde,Czech Republic,780321961,Stub,,
19325,Kaj Leo Johannesen,Faroese,780361487,Start,,
19330,Todor Petrov,Macedonia,780424320,C,,
19367,František Pitra,Czech Republic,780534080,Stub,,
19369,Oldřich Černík,Czech Republic,780534267,Stub,,
19370,Maliina Abelsen,Greenlandic,780537008,Start,,
19371,Rigmor Dam,Faroese,780543271,Start,,
19372,Hanna Jensen,Faroese,780543417,Start,,
19373,Sonja Jógvansdóttir,Faroese,780543635,Start,,
19374,Karin Kjølbro,Faroese,780543692,Start,,
19385,Lilian Mercedes Letona,Salvadoran,780552804,Start,,
19434,Carlos Quintanilla Schmidt,Salvadoran,780701356,Stub,,
19449,Odilon Kafitwe wa pa Bowa,"Congo, Dem. Rep. of",780757242,Start,,
19453,Muagututagata Peter Ah Him,Samoan,780759402,Stub,,
19471,Otakar Motejl,Czech Republic,780868492,Start,,
19473,Ludwig Czech,Czech Republic,780887131,Stub,,
19481,Rudolf Beran,Czech Republic,780921783,Start,,
19536,Enrique Álvarez Córdova,Salvadoran,781102914,Stub,,
19548,Chung Hong-won,South Korean,781133659,Start,,
19549,Kim Byong-joon,South Korean,781134255,Stub,,
19652,Winston Pond,Montserratian,781452925,Stub,,
19744,Metodija Andonov-Čento,Macedonia,781819701,Start,,
19773,Jóannes Patursson,Faroese,781915668,Start,,
19821,Victor Adler,Czech Republic,782058966,Start,,
19850,Sua Rimoni Ah Chong,Samoan,782134923,Start,,
19945,Louis Alphonse Koyagialo,"Congo, Dem. Rep. of",782350026,Start,,
19947,Louis George (politician),Saint Lucian,782356881,Stub,,
19957,Emil Beier,Czech Republic,782384016,Stub,,
19980,Ibragim Khultygov,Chechen,782430810,Stub,,
19988,Luamanuvao Winnie Laban,Samoan,782465136,Start,,
20000,Hong Ihk-pyo,South Korean,782498395,Start,,
20012,Arturo Araujo,Salvadoran,782520448,Stub,,
20062,Prime Minister of Rhodesia,Rhodesian,782602484,Start,,
20068,Luzolo Bambi Lessa,"Congo, Dem. Rep. of",782618365,Start,,
20079,Akhsarbek Galazov,Ossetian,782634776,Start,,
20086,Jeon Soon-ok,South Korean,782649404,Stub,,
20088,Rubén Alonso Rosales,Salvadoran,782652818,Start,,
20116,President of Palau,Palauan,782714724,Stub,,
20130,Governor of Pitcairn,Pitcairn Islands,782764117,Start,,
20134,Order of Merit of Samoa,Samoan,782768517,Stub,,
20156,Jonas Mukamba Kadiata Nzemba,"Congo, Dem. Rep. of",782825984,Start,,
20245,Bruno Kafka,Czech Republic,783065752,Stub,,
20276,Badr bin Saud al Busaidi,Omani,783116680,Stub,,
20294,Leo Cardwell Ross,Rhodesian,783150296,Start,,
20295,Josiah Gondo,Rhodesian,783150589,C,,
20334,Charles Abercrombie Smith,Cape Colony,783249147,C,,
20335,Charles Brownlee,Cape Colony,783250295,C,,
20370,Dunduzu Chisiza,Rhodesian,783301534,B,,
20408,Arthur Z'ahidi Ngoma,"Congo, Dem. Rep. of",783354232,Stub,,
20412,Marcella Liburd,Saint Kitts and Nevis,783358108,Start,,
20418,State President of the South African Republic,South African Republic,783371989,Start,,
20492,Mariano Prado,Salvadoran,783472679,Start,,
20528,Mario Alexander Barahona Martínez,Hondura,783532382,Stub,,
20531,Mario Canahuati,Hondura,783534612,Stub,,
20535,Mario Michel,Saint Lucian,783539672,Start,,
20613,Sapa'u Ruperake Petaia,Samoan,783679600,Stub,,
20634,Lucie Talmanová,Czech Republic,783711789,Start,,
20646,Martin Mejstřík,Czech Republic,783737915,Stub,,
20652,Martin Williams (diplomat),Pitcairn Islands,783746509,Stub,,
20689,Mary Rose Tuitt,Montserratian,783821985,Start,,
20717,María Sumire,Incan,783850857,Start,,
20754,Movladi Udugov,Chechen,783907075,C,,
20780,Vera Aceva,Macedonia,783955998,Start,,
20801,Matías Funes,Hondura,784048015,Start,,
20803,Dean of Jersey,Jersey,784051930,Start,,
20841,Vlastimil Tusar,Czech Republic,784145485,Start,,
20850,Doku Zavgayev,Chechen,784167327,Start,,
20854,Emile Mota,"Congo, Dem. Rep. of",784182810,Start,,
20859,Mark Brantley,Saint Kitts and Nevis,784208810,Start,,
20861,Dragan Bogdanovski,Macedonia,784214010,Stub,,
20922,Ernest Boka,Ivorian,784395089,Stub,,
20929,Le Mamea Ropati,Samoan,784413731,Start,,
20939,Erlendur Patursson,Faroese,784440060,Start,,
20950,"Alexander Coutanche, Baron Coutanche",Jersey,784462137,C,,
20960,Pío Romero Bosque,Salvadoran,784506431,Stub,,
20978,Allan Ross Welsh,Rhodesian,784562559,C,,
21043,Frederick Tutu Goodwin,Cook Island,784686871,Start,,
21048,Geoffrey Rowland,Guernsey,784691815,Start,,
21050,George Cathcart,Cape Colony,784693349,Start,,
21064,Henry Harvey Williams,Saint Vincent and the Grenadines,784724223,Start,,
21070,Henry Torrens,Cape Colony,784726341,Start,,
21088,John Moore Caldicott,Rhodesian,784757829,Start,,
21089,John Ralph Beaumont,Rhodesian,784758963,Start,,
21094,Frederick Schermbrucker,Cape Colony,784765242,Start,,
21100,Leonard Ray Morgan,Rhodesian,784769027,Start,,
21102,List of Bailiffs of Guernsey,Guernsey,784770354,Start,,
21113,Monica Dacon,Saint Vincent and the Grenadines,784784479,Stub,,
21118,Ngamau Munokoa,Cook Island,784786128,Start,,
21133,Raleigh Grey,Rhodesian,784826325,Start,,
21137,Petr Bendl,Czech Republic,784826685,Start,,
21138,Petr Gandalovič,Czech Republic,784826720,Start,,
21140,Richard Solomon (Attorney General),Cape Colony,784829553,Start,,
21141,Robert Clarkson Tredgold,Rhodesian,784830601,Start,,
21143,Robert James Hudson,Rhodesian,784831407,B,,
21154,Terry Le Sueur,Jersey,784849252,Stub,,
21158,Tony Longrigg,Montserratian,784856577,Stub,,
21159,Walter Hely-Hutchinson,Cape Colony,784862369,Start,,
21163,William Harper (Rhodesian politician),Rhodesian,784870217,FA,,
21168,Deborah Barnes-Jones,Montserratian,784875662,Start,,
21194,Tomáš Vandas,Czech Republic,784968648,Start,,
21200,Rowan Cronjé,Rhodesian,784974615,GA,,
21249,Robert Mayr-Harting,Czech Republic,785085345,Stub,,
21256,Marie Grace Augustin,Saint Lucian,785101569,C,,
21293,Aziz Aliyev,Dagestani,785202362,C,,
21324,Alfonso Quiñónez Molina,Salvadoran,785229840,Stub,,
21364,Lee Hae-chan,South Korean,785317852,Start,,
21405,Karel Havlíček Borovský,Czech Republic,785407597,C,,
21451,David Aubrey Scott,Pitcairn Islands,785508390,Start,,
21456,Mukhu Aliyev,Dagestani,785532389,Start,,
21473,Tui Manuʻa Elisala,Samoan,785553682,Start,,
21478,Henry White (Cape Treasurer General),Cape Colony,785566972,C,,
21508,Ntfombi of Swaziland,Swaziland,785654533,C,,
21677,Jorge Meléndez,Salvadoran,786063735,Stub,,
21689,Carmen Elena Figueroa,Salvadoran,786068145,Stub,,
21719,Ljupco Andonovski,Macedonia,786138077,Stub,,
21722,Jacobus Wilhelmus Sauer,Cape Colony,786142993,C,,
21735,Jan Černý,Czech Republic,786162238,Start,,
21737,María Antonieta de Bográn,Hondura,786165176,Stub,,
21743,Don Filleul,Jersey,786175308,Stub,,
21752,Zakan Jugelia,Abkhazia,786203824,Start,,
21761,Head of the Chechen Republic,Chechen,786231010,Start,,
21808,Template:SamoaPMs,Samoan,786333522,Stub,,
21823,Guy Powles,Tokelauan,786375181,C,,
21837,Josef Frank (politician),Czech Republic,786399604,Stub,,
21881,Felipe Codallos,Salvadoran,786492357,Stub,,
21882,Tomás Regalado (Salvadoran politician),Salvadoran,786492366,Stub,,
21917,Lambert Mende Omalanga,"Congo, Dem. Rep. of",786579616,Stub,,
21929,Edgar Whitehead,Rhodesian,786601705,Start,,
21934,Philip Kinsky of Wchinitz and Tettau,Czech Republic,786612217,Start,,
21942,Henry Puna,Cook Island,786648340,C,,
21947,Henry Hamilton Beamish,Rhodesian,786659504,Start,,
21980,Justine Kasa-Vubu,"Congo, Dem. Rep. of",786751925,Start,,
21987,Mata'afa,Samoan,786776338,Start,,
22000,Charles Lennox Stretch,Cape Colony,786803200,Start,,
22054,Cléophas Kamitatu,"Congo, Dem. Rep. of",786874201,C,,
22094,John Tengo Jabavu,Cape Colony,786916027,Start,,
22126,Philip John Stigant,Cape Colony,786972727,Start,,
22142,Kuniwo Nakamura,Palauan,786992351,Start,,
22159,Augustus Asplet Le Gros,Jersey,787012860,Start,,
22177,Philippe Langlois,Jersey,787046159,Stub,,
22178,Moana Ioane,Cook Island,787050138,Stub,,
22210,Lionel Cripps,Rhodesian,787105083,Start,,
22229,A. R. Colquhoun,Rhodesian,787147677,Start,,
22246,Mairbek Sheripov,Chechen,787163671,Stub,,
22296,Marguerite Story,Cook Island,787227714,Start,,
22366,François Amichia,Ivorian,787310676,Stub,,
22495,Jean Nguza Karl-i-Bond,"Congo, Dem. Rep. of",787378464,Start,,
22533,Abdilaqim Ademi,Macedonia,787391041,Start,,
22607,Agnethe Davidsen,Greenlandic,787423025,Stub,,
22619,Aboubakar Diaby Ouattara,Ivorian,787437447,Stub,,
22682,Polataivao Fosi,Samoan,787519332,C,,
22709,Henry Pottinger,Cape Colony,787552653,C,,
22723,Adam Bombolé,"Congo, Dem. Rep. of",787602247,Stub,,
22726,Transvaal Civil War,South African Republic,787611475,C,,
22787,Adolphe Lumanu,"Congo, Dem. Rep. of",787715913,Stub,,
